source,source_label,source_type,relation,relation_label,target,target_label,target_type,source_uri,relation_uri,target_uri
RD32_Pet6,청액32_청원3,Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD32_Pet6,청액32_청원3,Act,follows,(행위에)이어지다,RD32_Pet5,청액32_청원2,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#follows,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet5
RD32_Pet6,청액32_청원3,Act,hasPetitionResult,청원결과,Rejected,불허,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Rejected
RD32_Pet6,청액32_청원3,Act,isRecordedIn,기록되다,doc_16810505b,문건16810505b,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16810505b
RD32_Pet6,청액32_청원3,Act,partOfEvent,(사건에)속하다,RD32,청액32,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32
RD32_Pet6,청액32_청원3,Act,petitionsForEnshrinementOf,제향하다,P0112,"이색(李穡, 1328-1396)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0112
RD32_Pet6,청액32_청원3,Act,petitionsForEnshrinementOf,제향하다,P0113,"김정(金淨, 1486-1521)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0113
RD32_Pet6,청액32_청원3,Act,petitionsForEnshrinementOf,제향하다,P0143,"안유(安裕, 1243-1306)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0143
RD32_Pet6,청액32_청원3,Act,petitionsForEnshrinementOf,제향하다,P0151,"김안국(金安國, 1478-1543)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0151
RD32_Pet6,청액32_청원3,Act,petitionsForEnshrinementOf,제향하다,P0152,"김정국(金正國, 1485-1541)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0152
RD32_Pet6,청액32_청원3,Act,precedes,(행위에)앞서다,RD32_Pet7,청액32_청원4,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6,http://dh.aks.ac.kr/ontologies/seowondeungrok#precedes,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7
RD32_Pet7,청액32_청원4,Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD32_Pet7,청액32_청원4,Act,follows,(행위에)이어지다,RD32_Pet6,청액32_청원3,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#follows,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet6
RD32_Pet7,청액32_청원4,Act,hasPetitionResult,청원결과,Approved,허가,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Approved
RD32_Pet7,청액32_청원4,Act,isRecordedIn,기록되다,doc_16940808a,문건16940808a,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16940808a
RD32_Pet7,청액32_청원4,Act,partOfEvent,(사건에)속하다,RD32,청액32,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32
RD32_Pet7,청액32_청원4,Act,petitionsForEnshrinementOf,제향하다,P0112,"이색(李穡, 1328-1396)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0112
RD32_Pet7,청액32_청원4,Act,petitionsForEnshrinementOf,제향하다,P0143,"안유(安裕, 1243-1306)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0143
RD32_Pet7,청액32_청원4,Act,petitionsForEnshrinementOf,제향하다,P0151,"김안국(金安國, 1478-1543)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0151
RD32_Pet7,청액32_청원4,Act,petitionsForEnshrinementOf,제향하다,P0152,"김정국(金正國, 1485-1541)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD32_Pet7,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0152
RD33,청액33,Event,concernsSeowon,관련서원,S055,숭절서원 (崇節書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S055
RD33,청액33,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
RD33,청액33,Event,eventType,사건유형,RoyalDesignation,청액,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignation
RD33,청액33,Event,hasAction,(행위를)포함하다,RD33_Pet1,청액33_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1
RD33,청액33,Event,hasAction,(행위를)포함하다,RD33_Pet2,청액33_청원2,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2
RD33_Pet1,청액33_청원1,Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD33_Pet1,청액33_청원1,Act,hasPetitionResult,청원결과,Rejected,불허,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Rejected
RD33_Pet1,청액33_청원1,Act,isRecordedIn,기록되다,doc_16670408a,문건16670408a,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16670408a
RD33_Pet1,청액33_청원1,Act,partOfEvent,(사건에)속하다,RD33,청액33,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33
RD33_Pet1,청액33_청원1,Act,petitionsForEnshrinementOf,제향하다,P0144,"송상현(宋象賢, 1551-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0144
RD33_Pet1,청액33_청원1,Act,petitionsForEnshrinementOf,제향하다,P0145,"김연광(金延光, ?-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0145
RD33_Pet1,청액33_청원1,Act,precedes,(행위에)앞서다,RD33_Pet2,청액33_청원2,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#precedes,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2
RD33_Pet2,청액33_청원2,Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD33_Pet2,청액33_청원2,Act,follows,(행위에)이어지다,RD33_Pet1,청액33_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2,http://dh.aks.ac.kr/ontologies/seowondeungrok#follows,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet1
RD33_Pet2,청액33_청원2,Act,hasPetitionResult,청원결과,Approved,허가,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Approved
RD33_Pet2,청액33_청원2,Act,isRecordedIn,기록되다,doc_16931129,문건16931129,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16931129
RD33_Pet2,청액33_청원2,Act,partOfEvent,(사건에)속하다,RD33,청액33,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33
RD33_Pet2,청액33_청원2,Act,petitionsForEnshrinementOf,제향하다,P0144,"송상현(宋象賢, 1551-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0144
RD33_Pet2,청액33_청원2,Act,petitionsForEnshrinementOf,제향하다,P0145,"김연광(金延光, ?-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0145
RD33_Pet2,청액33_청원2,Act,petitionsForEnshrinementOf,제향하다,P0231,"유극량(劉克良, ?-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD33_Pet2,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0231
RD34,청액34,Event,concernsSeowon,관련서원,S056,명고서원_광주(明皐書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S056
RD34,청액34,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
RD34,청액34,Event,eventType,사건유형,RoyalDesignation,청액,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignation
RD34,청액34,Event,hasAction,(행위를)포함하다,RD34_Pet1,청액34_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1
RD34,청액34,Event,hasAction,(행위를)포함하다,RD34_Pet1_Review1,청액34_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1_Review1
RD34_Pet1,청액34_청원1,Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD34_Pet1,청액34_청원1,Act,hasPetitionResult,청원결과,Rejected,불허,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Rejected
RD34_Pet1,청액34_청원1,Act,isRecordedIn,기록되다,doc_16670408b,문건16670408b,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16670408b
RD34_Pet1,청액34_청원1,Act,partOfEvent,(사건에)속하다,RD34,청액34,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34
RD34_Pet1,청액34_청원1,Act,petitionsForEnshrinementOf,제향하다,P0146,"조익(趙翼, 1579-1655)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0146
RD34_Pet1,청액34_청원1,Act,precedes,(행위에)앞서다,RD34_Pet1_Review1,청액34_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#precedes,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1_Review1
RD34_Pet1_Review1,청액34_청원1(심사1),Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD34_Pet1_Review1,청액34_청원1(심사1),Act,follows,(행위에)이어지다,RD34_Pet1,청액34_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#follows,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1
RD34_Pet1_Review1,청액34_청원1(심사1),Act,hasPetitionResult,청원결과,Approved,허가,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Approved
RD34_Pet1_Review1,청액34_청원1(심사1),Act,isRecordedIn,기록되다,doc_16681211,문건16681211,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16681211
RD34_Pet1_Review1,청액34_청원1(심사1),Act,partOfEvent,(사건에)속하다,RD34,청액34,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34
RD34_Pet1_Review1,청액34_청원1(심사1),Act,petitionsForEnshrinementOf,제향하다,P0146,"조익(趙翼, 1579-1655)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD34_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0146
RD35,청액35,Event,concernsSeowon,관련서원,S057,삼천서원 (三川書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S057
RD35,청액35,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
RD35,청액35,Event,eventType,사건유형,RoyalDesignation,청액,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignation
RD35,청액35,Event,hasAction,(행위를)포함하다,RD35_Pet1,청액35_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1
RD35_Pet1,청액35_청원1,Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD35_Pet1,청액35_청원1,Act,hasPetitionResult,청원결과,Rejected,불허,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Rejected
RD35_Pet1,청액35_청원1,Act,isRecordedIn,기록되다,doc_16670828,문건16670828,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16670828
RD35_Pet1,청액35_청원1,Act,partOfEvent,(사건에)속하다,RD35,청액35,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35
RD35_Pet1,청액35_청원1,Act,petitionsForEnshrinementOf,제향하다,P0007,"안자(顔子, 기원전514-기원전483)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0007
RD35_Pet1,청액35_청원1,Act,petitionsForEnshrinementOf,제향하다,P0008,"정호(程顥, 1032-1085)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0008
RD35_Pet1,청액35_청원1,Act,petitionsForEnshrinementOf,제향하다,P0009,"정이(程頤, 1033-1107)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0009
RD35_Pet1,청액35_청원1,Act,petitionsForEnshrinementOf,제향하다,P0010,"주자(朱子, 1130-1200)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0010
RD35_Pet1,청액35_청원1,Act,petitionsForEnshrinementOf,제향하다,P0147,"제갈량(諸葛亮, 181-234)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD35_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0147
RD36,청액36,Event,concernsSeowon,관련서원,S058,월정서원 (月井書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S058
RD36,청액36,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
RD36,청액36,Event,eventType,사건유형,RoyalDesignation,청액,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignation
RD36,청액36,Event,hasAction,(행위를)포함하다,RD36_Pet1,청액36_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36_Pet1
RD36_Pet1,청액36_청원1,Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD36_Pet1,청액36_청원1,Act,hasPetitionResult,청원결과,Approved,허가,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Approved
RD36_Pet1,청액36_청원1,Act,isRecordedIn,기록되다,doc_16680903,문건16680903,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16680903
RD36_Pet1,청액36_청원1,Act,partOfEvent,(사건에)속하다,RD36,청액36,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36
RD36_Pet1,청액36_청원1,Act,petitionsForEnshrinementOf,제향하다,P0127,"박순(朴淳, 1523-1589)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD36_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0127
RD37,청액37,Event,concernsSeowon,관련서원,S059,도산사 (道山祠),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S059
RD37,청액37,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
RD37,청액37,Event,eventType,사건유형,RoyalDesignation,청액,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignation
RD37,청액37,Event,hasAction,(행위를)포함하다,RD37_Pet1,청액37_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37_Pet1
RD37_Pet1,청액37_청원1,Act,actType,행위유형,RoyalDesignationPetition,청액청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#RoyalDesignationPetition
RD37_Pet1,청액37_청원1,Act,hasPetitionResult,청원결과,Rejected,불허,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Rejected
RD37_Pet1,청액37_청원1,Act,isRecordedIn,기록되다,doc_16681107a,문건16681107a,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16681107a
RD37_Pet1,청액37_청원1,Act,partOfEvent,(사건에)속하다,RD37,청액37,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37
RD37_Pet1,청액37_청원1,Act,petitionsForEnshrinementOf,제향하다,P0006,"안방준(安邦俊, 1573-1654)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD37_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0006
RD38,청액38,Event,concernsSeowon,관련서원,S060,의암서원 (義巖書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD38,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S060
RD38,청액38,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#RD38,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
