source,source_label,source_type,relation,relation_label,target,target_label,target_type,source_uri,relation_uri,target_uri
AE1,추향1,Event,concernsSeowon,관련서원,S176,천곡서원(川谷書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S176
AE1,추향1,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
AE1,추향1,Event,eventType,사건유형,AdditionalEnshrinement,추향,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinement
AE1,추향1,Event,hasAction,(행위를)포함하다,AE1_Pet1,추향1_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1
AE1,추향1,Event,hasAction,(행위를)포함하다,AE1_Pet1_Review1,추향1_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1
AE1,추향1,Event,hasAction,(행위를)포함하다,AE1_Pet1_Review2,추향1_청원1(심사2),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review2
AE1,추향1,Event,hasExistingEnshrinedPerson,기존배향인물,P0008,"정호(程顥, 1032-1085)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0008
AE1,추향1,Event,hasExistingEnshrinedPerson,기존배향인물,P0009,"정이(程頤, 1033-1107)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0009
AE1,추향1,Event,hasExistingEnshrinedPerson,기존배향인물,P0010,"주자(朱子, 1130-1200)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0010
AE1,추향1,Event,hasExistingEnshrinedPerson,기존배향인물,P0030,"정구(鄭逑, 1543-1620)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0030
AE1,추향1,Event,hasExistingEnshrinedPerson,기존배향인물,P0116,"김굉필(金宏弼, 1454-1504)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0116
AE1_Pet1,추향1_청원1,Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE1_Pet1,추향1_청원1,Act,hasPetitionResult,청원결과,Deferred,보류,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Deferred
AE1_Pet1,추향1_청원1,Act,isRecordedIn,기록되다,doc_16420728a,문건16420728a,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16420728a
AE1_Pet1,추향1_청원1,Act,partOfEvent,(사건에)속하다,AE1,추향1,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1
AE1_Pet1,추향1_청원1,Act,petitionsForEnshrinementOf,제향하다,P0025,"장현광(張顯光, 1554-1637)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0025
AE1_Pet1,추향1_청원1,Act,precedes,(행위에)앞서다,AE1_Pet1_Review1,추향1_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#precedes,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1
AE1_Pet1_Review1,추향1_청원1(심사1),Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE1_Pet1_Review1,추향1_청원1(심사1),Act,follows,(행위에)이어지다,AE1_Pet1,추향1_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#follows,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1
AE1_Pet1_Review1,추향1_청원1(심사1),Act,isRecordedIn,기록되다,doc_16420728b,문건16420728b,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16420728b
AE1_Pet1_Review1,추향1_청원1(심사1),Act,partOfEvent,(사건에)속하다,AE1,추향1,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1
AE1_Pet1_Review1,추향1_청원1(심사1),Act,petitionsForEnshrinementOf,제향하다,P0025,"장현광(張顯光, 1554-1637)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0025
AE1_Pet1_Review1,추향1_청원1(심사1),Act,precedes,(행위에)앞서다,AE1_Pet1_Review2,추향1_청원1(심사2),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#precedes,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review2
AE1_Pet1_Review2,추향1_청원1(심사2),Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review2,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE1_Pet1_Review2,추향1_청원1(심사2),Act,follows,(행위에)이어지다,AE1_Pet1_Review1,추향1_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review2,http://dh.aks.ac.kr/ontologies/seowondeungrok#follows,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review1
AE1_Pet1_Review2,추향1_청원1(심사2),Act,hasPetitionResult,청원결과,Approved,허가,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review2,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Approved
AE1_Pet1_Review2,추향1_청원1(심사2),Act,isRecordedIn,기록되다,doc_16420728c,문건16420728c,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review2,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16420728c
AE1_Pet1_Review2,추향1_청원1(심사2),Act,partOfEvent,(사건에)속하다,AE1,추향1,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review2,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1
AE1_Pet1_Review2,추향1_청원1(심사2),Act,petitionsForEnshrinementOf,제향하다,P0025,"장현광(張顯光, 1554-1637)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE1_Pet1_Review2,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0025
AE2,추향2,Event,concernsSeowon,관련서원,S177,안락서원(安樂書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S177
AE2,추향2,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
AE2,추향2,Event,eventType,사건유형,AdditionalEnshrinement,추향,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinement
AE2,추향2,Event,hasAction,(행위를)포함하다,AE2_Pet1,추향2_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1
AE2,추향2,Event,hasAction,(행위를)포함하다,AE2_Pet1_Review1,추향2_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1_Review1
AE2,추향2,Event,hasExistingEnshrinedPerson,기존배향인물,P0144,"송상현(宋象賢, 1551-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0144
AE2_Pet1,추향2_청원1,Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE2_Pet1,추향2_청원1,Act,isRecordedIn,기록되다,doc_16430529a,문건16430529a,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16430529a
AE2_Pet1,추향2_청원1,Act,partOfEvent,(사건에)속하다,AE2,추향2,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2
AE2_Pet1,추향2_청원1,Act,petitionsForEnshrinementOf,제향하다,P0026,"정발(鄭撥, 1553-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0026
AE2_Pet1,추향2_청원1,Act,precedes,(행위에)앞서다,AE2_Pet1_Review1,추향2_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#precedes,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1_Review1
AE2_Pet1_Review1,추향2_청원1(심사1),Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE2_Pet1_Review1,추향2_청원1(심사1),Act,follows,(행위에)이어지다,AE2_Pet1,추향2_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#follows,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1
AE2_Pet1_Review1,추향2_청원1(심사1),Act,hasPetitionResult,청원결과,Approved,허가,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Approved
AE2_Pet1_Review1,추향2_청원1(심사1),Act,isRecordedIn,기록되다,doc_16430529b,문건16430529b,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16430529b
AE2_Pet1_Review1,추향2_청원1(심사1),Act,partOfEvent,(사건에)속하다,AE2,추향2,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2
AE2_Pet1_Review1,추향2_청원1(심사1),Act,petitionsForEnshrinementOf,제향하다,P0026,"정발(鄭撥, 1553-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE2_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0026
AE3,추향3,Event,concernsSeowon,관련서원,S178,숭현서원(崇賢書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S178
AE3,추향3,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
AE3,추향3,Event,eventType,사건유형,AdditionalEnshrinement,추향,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinement
AE3,추향3,Event,hasAction,(행위를)포함하다,AE3_Pet1,추향3_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3_Pet1
AE3,추향3,Event,hasExistingEnshrinedPerson,기존배향인물,P0113,"김정(金淨, 1486-1521)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0113
AE3,추향3,Event,hasExistingEnshrinedPerson,기존배향인물,P0114,"송인수(宋麟壽, 1499-1547)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0114
AE3_Pet1,추향3_청원1,Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE3_Pet1,추향3_청원1,Act,hasPetitionResult,청원결과,Approved,허가,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Approved
AE3_Pet1,추향3_청원1,Act,isRecordedIn,기록되다,doc_16460830,문건16460830,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16460830
AE3_Pet1,추향3_청원1,Act,partOfEvent,(사건에)속하다,AE3,추향3,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3
AE3_Pet1,추향3_청원1,Act,petitionsForEnshrinementOf,제향하다,P0027,"김장생(金長生, 1548-1631)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE3_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0027
AE4,추향4,Event,concernsSeowon,관련서원,S179,충렬서원_철원(忠烈書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S179
AE4,추향4,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
AE4,추향4,Event,eventType,사건유형,AdditionalEnshrinement,추향,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinement
AE4,추향4,Event,hasAction,(행위를)포함하다,AE4_Pet1,추향4_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1
AE4,추향4,Event,hasAction,(행위를)포함하다,AE4_Pet1_Review1,추향4_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1_Review1
AE4,추향4,Event,hasExistingEnshrinedPerson,기존배향인물,P0103,"홍명구(洪命耈, 1596-1637)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0103
AE4_Pet1,추향4_청원1,Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE4_Pet1,추향4_청원1,Act,hasPetitionResult,청원결과,Rejected,불허,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Rejected
AE4_Pet1,추향4_청원1,Act,isRecordedIn,기록되다,doc_16530614,문건16530614,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16530614
AE4_Pet1,추향4_청원1,Act,partOfEvent,(사건에)속하다,AE4,추향4,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4
AE4_Pet1,추향4_청원1,Act,petitionsForEnshrinementOf,제향하다,P0341,"원호(元豪, 1533-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0341
AE4_Pet1,추향4_청원1,Act,precedes,(행위에)앞서다,AE4_Pet1_Review1,추향4_청원1(심사1),Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#precedes,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1_Review1
AE4_Pet1_Review1,추향4_청원1(심사1),Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE4_Pet1_Review1,추향4_청원1(심사1),Act,follows,(행위에)이어지다,AE4_Pet1,추향4_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#follows,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1
AE4_Pet1_Review1,추향4_청원1(심사1),Act,hasPetitionResult,청원결과,Rejected,불허,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Rejected
AE4_Pet1_Review1,추향4_청원1(심사1),Act,isRecordedIn,기록되다,doc_16530716a,문건16530716a,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16530716a
AE4_Pet1_Review1,추향4_청원1(심사1),Act,partOfEvent,(사건에)속하다,AE4,추향4,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4
AE4_Pet1_Review1,추향4_청원1(심사1),Act,petitionsForEnshrinementOf,제향하다,P0341,"원호(元豪, 1533-1592)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE4_Pet1_Review1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0341
AE5,추향5,Event,concernsSeowon,관련서원,S180,함양 남계서원(咸陽 灆溪書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S180
AE5,추향5,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
AE5,추향5,Event,eventType,사건유형,AdditionalEnshrinement,추향,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinement
AE5,추향5,Event,hasAction,(행위를)포함하다,AE5_Pet1,추향5_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5_Pet1
AE5,추향5,Event,hasExistingEnshrinedPerson,기존배향인물,P0117,"정여창(鄭汝昌, 1450-1504)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0117
AE5_Pet1,추향5_청원1,Act,actType,행위유형,AdditionalEnshrinementPetition,추향청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinementPetition
AE5_Pet1,추향5_청원1,Act,hasPetitionResult,청원결과,Rejected,불허,Result,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionResult,http://dh.aks.ac.kr/ontologies/seowondeungrok#Rejected
AE5_Pet1,추향5_청원1,Act,isRecordedIn,기록되다,doc_16630129,문건16630129,Document,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#isRecordedIn,http://dh.aks.ac.kr/ontologies/seowondeungrok#doc_16630129
AE5_Pet1,추향5_청원1,Act,partOfEvent,(사건에)속하다,AE5,추향5,Event,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#partOfEvent,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5
AE5_Pet1,추향5_청원1,Act,petitionsForEnshrinementOf,제향하다,P0029,"정온(鄭蘊, 1569-1641)",Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE5_Pet1,http://dh.aks.ac.kr/ontologies/seowondeungrok#petitionsForEnshrinementOf,http://dh.aks.ac.kr/ontologies/seowondeungrok#P0029
AE6,추향6,Event,concernsSeowon,관련서원,S185,달성 도동서원(達城 道東書院),Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE6,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#S185
AE6,추향6,Event,eventGroup,사건범주,Petition,청원,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE6,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup,http://dh.aks.ac.kr/ontologies/seowondeungrok#Petition
AE6,추향6,Event,eventType,사건유형,AdditionalEnshrinement,추향,Category,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE6,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventType,http://dh.aks.ac.kr/ontologies/seowondeungrok#AdditionalEnshrinement
AE6,추향6,Event,hasAction,(행위를)포함하다,AE6_Pet1,추향6_청원1,Act,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE6,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasAction,http://dh.aks.ac.kr/ontologies/seowondeungrok#AE6_Pet1
