index,source,target,relation,relation_label,source_label,target_label,source_type,target_type,relation_uri
2103,AE35_1,P0033,hasExistingEnshrinedPerson,기존배향인물,추향35_1,"송준길(宋浚吉, 1606-1672)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2104,AE35_1,P0107,hasExistingEnshrinedPerson,기존배향인물,추향35_1,"이시직(李時稷, 1572-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2105,AE35_1,P0109,hasExistingEnshrinedPerson,기존배향인물,추향35_1,"송시영(宋時榮, 1588-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2106,AE35_1,P0113,hasExistingEnshrinedPerson,기존배향인물,추향35_1,"김정(金淨, 1486-1521)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2107,AE35_1,P0114,hasExistingEnshrinedPerson,기존배향인물,추향35_1,"송인수(宋麟壽, 1499-1547)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2108,AE35_1,P0340,hasExistingEnshrinedPerson,기존배향인물,추향35_1,"정광필(鄭光弼, 1462-1538)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2109,AE35_2,P0132,hasExistingEnshrinedPerson,기존배향인물,추향35_2,"김덕숭(金德崇, 1373-1448)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2110,AE35_2,P0133,hasExistingEnshrinedPerson,기존배향인물,추향35_2,"이여(李畬, 1503-1542)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2111,AE35_2,P0134,hasExistingEnshrinedPerson,기존배향인물,추향35_2,"이부(李阜, 1482-1555)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2112,AE35_2,P0135,hasExistingEnshrinedPerson,기존배향인물,추향35_2,"이종학(李鍾學, 1361-1392)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2113,AE37_1,P0027,hasExistingEnshrinedPerson,기존배향인물,추향37_1,"김장생(金長生, 1548-1631)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2114,AE37_1,P0033,hasExistingEnshrinedPerson,기존배향인물,추향37_1,"송준길(宋浚吉, 1606-1672)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2115,AE37_1,P0107,hasExistingEnshrinedPerson,기존배향인물,추향37_1,"이시직(李時稷, 1572-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2116,AE37_1,P0109,hasExistingEnshrinedPerson,기존배향인물,추향37_1,"송시영(宋時榮, 1588-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2117,AE37_1,P0113,hasExistingEnshrinedPerson,기존배향인물,추향37_1,"김정(金淨, 1486-1521)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2118,AE37_1,P0114,hasExistingEnshrinedPerson,기존배향인물,추향37_1,"송인수(宋麟壽, 1499-1547)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2119,AE37_1,P0340,hasExistingEnshrinedPerson,기존배향인물,추향37_1,"정광필(鄭光弼, 1462-1538)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2120,AE37_2,P0044,hasExistingEnshrinedPerson,기존배향인물,추향37_2,"조헌(趙憲, 1544-1592)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2121,AE37_3,P0043,hasExistingEnshrinedPerson,기존배향인물,추향37_3,"성제원(成悌元, 1506-1559)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2122,AE37_3,P0044,hasExistingEnshrinedPerson,기존배향인물,추향37_3,"조헌(趙憲, 1544-1592)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2123,AE37_3,P0113,hasExistingEnshrinedPerson,기존배향인물,추향37_3,"김정(金淨, 1486-1521)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2124,AE37_3,P0332,hasExistingEnshrinedPerson,기존배향인물,추향37_3,"성운(成運, 1497-1579)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2125,AE38,P0130,hasExistingEnshrinedPerson,기존배향인물,추향38,"조광조(趙光祖, 1482-1519)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2126,AE39_1,P0027,hasExistingEnshrinedPerson,기존배향인물,추향39_1,"김장생(金長生, 1548-1631)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2127,AE39_2,P0033,hasExistingEnshrinedPerson,기존배향인물,추향39_2,"송준길(宋浚吉, 1606-1672)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2128,AE39_2,P0114,hasExistingEnshrinedPerson,기존배향인물,추향39_2,"송인수(宋麟壽, 1499-1547)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2129,AE39_2,P0115,hasExistingEnshrinedPerson,기존배향인물,추향39_2,"정렴(鄭磏, 1506-1549)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2130,AE39_3,P0027,hasExistingEnshrinedPerson,기존배향인물,추향39_3,"김장생(金長生, 1548-1631)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2131,AE39_3,P0045,hasExistingEnshrinedPerson,기존배향인물,추향39_3,"이이(李珥, 1536-1584)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2132,AE39_3,P0046,hasExistingEnshrinedPerson,기존배향인물,추향39_3,"성혼(成渾, 1535-1598)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2133,AE39_3,P0119,hasExistingEnshrinedPerson,기존배향인물,추향39_3,"이황(李滉, 1501-1570)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2134,AE39_3,P0130,hasExistingEnshrinedPerson,기존배향인물,추향39_3,"조광조(趙光祖, 1482-1519)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2135,AE4,P0103,hasExistingEnshrinedPerson,기존배향인물,추향4,"홍명구(洪命耈, 1596-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2136,AE40,P0185,hasExistingEnshrinedPerson,기존배향인물,추향40,"박광옥(朴光玉, 1526-1593)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2137,AE40,P0186,hasExistingEnshrinedPerson,기존배향인물,추향40,"김덕령(金德齡, 1567-1596)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2138,AE41,P0208,hasExistingEnshrinedPerson,기존배향인물,추향41,"이항복(李恒福, 1556-1618)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2139,AE42,P0045,hasExistingEnshrinedPerson,기존배향인물,추향42,"이이(李珥, 1536-1584)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2140,AE43,P0029,hasExistingEnshrinedPerson,기존배향인물,추향43,"정온(鄭蘊, 1569-1641)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2141,AE43,P0078,hasExistingEnshrinedPerson,기존배향인물,추향43,"김상헌(金尙憲, 1570-1652)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2142,AE43,P0113,hasExistingEnshrinedPerson,기존배향인물,추향43,"김정(金淨, 1486-1521)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2143,AE43,P0114,hasExistingEnshrinedPerson,기존배향인물,추향43,"송인수(宋麟壽, 1499-1547)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2144,AE44,P0330,hasExistingEnshrinedPerson,기존배향인물,추향44,"이존오(李存吾, 1341-1371)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2145,AE44,P0333,hasExistingEnshrinedPerson,기존배향인물,추향44,성충(成忠),Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2146,AE44,P0334,hasExistingEnshrinedPerson,기존배향인물,추향44,흥수(興首),Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2147,AE44,P0335,hasExistingEnshrinedPerson,기존배향인물,추향44,"계백(階伯, ?-660)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2148,AE45,P0027,hasExistingEnshrinedPerson,기존배향인물,추향45,"김장생(金長生, 1548-1631)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2149,AE45,P0032,hasExistingEnshrinedPerson,기존배향인물,추향45,"김집(金集, 1574-1656)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2150,AE45,P0033,hasExistingEnshrinedPerson,기존배향인물,추향45,"송준길(宋浚吉, 1606-1672)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2151,AE46,P0078,hasExistingEnshrinedPerson,기존배향인물,추향46,"김상헌(金尙憲, 1570-1652)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2152,AE46,P0104,hasExistingEnshrinedPerson,기존배향인물,추향46,"김상용(金尙容, 1561-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2153,AE47,P0124,hasExistingEnshrinedPerson,기존배향인물,추향47,"길재(吉再, 1353-1419)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2154,AE48,P0092,hasExistingEnshrinedPerson,기존배향인물,추향48,"윤집(尹集, 1606-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2155,AE48,P0093,hasExistingEnshrinedPerson,기존배향인물,추향48,"홍익한(洪翼漢, 1586-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2156,AE48,P0094,hasExistingEnshrinedPerson,기존배향인물,추향48,"오달제(吳達濟, 1609-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2157,AE49,P0112,hasExistingEnshrinedPerson,기존배향인물,추향49,"이색(李穡, 1328-1396)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2158,AE49,P0336,hasExistingEnshrinedPerson,기존배향인물,추향49,"이곡(李穀, 1298-1351)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2159,AE5,P0117,hasExistingEnshrinedPerson,기존배향인물,추향5,"정여창(鄭汝昌, 1450-1504)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2160,AE50,P0042,hasExistingEnshrinedPerson,기존배향인물,추향50,"박상충(朴尙衷, 1332-1375)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2161,AE51,P0103,hasExistingEnshrinedPerson,기존배향인물,추향51,"홍명구(洪命耈, 1596-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2162,AE51,P0153,hasExistingEnshrinedPerson,기존배향인물,추향51,최춘명(崔春命),Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2163,AE52,P0167,hasExistingEnshrinedPerson,기존배향인물,추향52,"김인후(金麟厚, 1510-1560)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2164,AE53,P0128,hasExistingEnshrinedPerson,기존배향인물,추향53,"정몽주(鄭夢周, 1337-1392)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2165,AE54,P0129,hasExistingEnshrinedPerson,기존배향인물,추향54,"원천석(元天錫, 1330-?)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2166,AE55,P0160,hasExistingEnshrinedPerson,기존배향인물,추향55,"정엽(鄭曄, 1563-1625)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2167,AE55,P0255,hasExistingEnshrinedPerson,기존배향인물,추향55,"이집(李集生, 1327-1387)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2168,AE55,P0256,hasExistingEnshrinedPerson,기존배향인물,추향55,이양중(李養中),Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2169,AE55,P0257,hasExistingEnshrinedPerson,기존배향인물,추향55,"정성근(鄭成謹, 1446-1504)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2170,AE56,P0164,hasExistingEnshrinedPerson,기존배향인물,추향56,을지문덕(乙支文德),Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2171,AE57,P0017,hasExistingEnshrinedPerson,기존배향인물,추향57,"송시열(宋時烈, 1607-1689)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2172,AE57,P0044,hasExistingEnshrinedPerson,기존배향인물,추향57,"조헌(趙憲, 1544-1592)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2173,AE58,P0189,hasExistingEnshrinedPerson,기존배향인물,추향58,"이의건(李義健, 1533-1621)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2174,AE58,P0247,hasExistingEnshrinedPerson,기존배향인물,추향58,"조속(趙涑, 1595-1668)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2175,AE59,P0027,hasExistingEnshrinedPerson,기존배향인물,추향59,"김장생(金長生, 1548-1631)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2176,AE59,P0032,hasExistingEnshrinedPerson,기존배향인물,추향59,"김집(金集, 1574-1656)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2177,AE59,P0045,hasExistingEnshrinedPerson,기존배향인물,추향59,"이이(李珥, 1536-1584)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2178,AE6,P0116,hasExistingEnshrinedPerson,기존배향인물,추향6,"김굉필(金宏弼, 1454-1504)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2179,AE60,P0152,hasExistingEnshrinedPerson,기존배향인물,추향60,"김정국(金正國, 1485-1541)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2180,AE60,P0203,hasExistingEnshrinedPerson,기존배향인물,추향60,"기준(奇遵, 1492-1521)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2181,AE60,P0232,hasExistingEnshrinedPerson,기존배향인물,추향60,"민순(閔純, 1519-1591)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2182,AE60,P0233,hasExistingEnshrinedPerson,기존배향인물,추향60,"남효온(南孝溫, 1454-1492)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2183,AE60,P0234,hasExistingEnshrinedPerson,기존배향인물,추향60,"정지운(鄭之雲, 1509-1561)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2184,AE60,P0235,hasExistingEnshrinedPerson,기존배향인물,추향60,"홍이상(洪履祥, 1549-1615)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2185,AE61,P0092,hasExistingEnshrinedPerson,기존배향인물,추향61,"윤집(尹集, 1606-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2186,AE62,P0027,hasExistingEnshrinedPerson,기존배향인물,추향62,"김장생(金長生, 1548-1631)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2187,AE63,P0127,hasExistingEnshrinedPerson,기존배향인물,추향63,"박순(朴淳, 1523-1589)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2188,AE63,P0232,hasExistingEnshrinedPerson,기존배향인물,추향63,"민순(閔純, 1519-1591)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2189,AE63,P0337,hasExistingEnshrinedPerson,기존배향인물,추향63,"서경덕(徐敬德, 1489-1546)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2190,AE63,P0338,hasExistingEnshrinedPerson,기존배향인물,추향63,"허엽(許曄, 1517-1580)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2191,AE64,P0275,hasExistingEnshrinedPerson,기존배향인물,추향64,"이정암(李廷馣, 1541-1600)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2192,AE64,P0276,hasExistingEnshrinedPerson,기존배향인물,추향64,"조광정(趙光廷, 1552-1638)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2193,AE65,P0064,hasExistingEnshrinedPerson,기존배향인물,추향65,"정홍익(鄭弘翼, 1571-1626)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2194,AE65,P0078,hasExistingEnshrinedPerson,기존배향인물,추향65,"김상헌(金尙憲, 1570-1652)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2195,AE65,P0117,hasExistingEnshrinedPerson,기존배향인물,추향65,"정여창(鄭汝昌, 1450-1504)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2196,AE65,P0148,hasExistingEnshrinedPerson,기존배향인물,추향65,"유희춘(柳希春, 1513-1577)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2197,AE65,P0160,hasExistingEnshrinedPerson,기존배향인물,추향65,"정엽(鄭曄, 1563-1625)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2198,AE65,P0161,hasExistingEnshrinedPerson,기존배향인물,추향65,"조석윤(趙錫胤, 1606-1655)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2199,AE65,P0162,hasExistingEnshrinedPerson,기존배향인물,추향65,"유계(俞棨, 1607-1664)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2200,AE65,P0203,hasExistingEnshrinedPerson,기존배향인물,추향65,"기준(奇遵, 1492-1521)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2201,AE66,P0013,hasExistingEnshrinedPerson,기존배향인물,추향66,"윤선거(尹宣擧, 1610-1669)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2202,AE66,P0198,hasExistingEnshrinedPerson,기존배향인물,추향66,"윤황(尹煌, 1571-1639)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2203,AE66,P0199,hasExistingEnshrinedPerson,기존배향인물,추향66,"윤문거(尹文擧, 1606-1672)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2204,AE67,P0190,hasExistingEnshrinedPerson,기존배향인물,추향67,"이지함(李之菡, 1517-1578)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2205,AE67,P0191,hasExistingEnshrinedPerson,기존배향인물,추향67,"이산보(李山甫, 1539-1594)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2206,AE68,P0339,hasExistingEnshrinedPerson,기존배향인물,추향68,"성수침(成守琛, 1493-1564)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2207,AE69,P0166,hasExistingEnshrinedPerson,기존배향인물,추향69,"조호익(曺好益, 1545-1609)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2208,AE7,P0031,hasExistingEnshrinedPerson,기존배향인물,추향7,"기대승(奇大升, 1527-1572)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2209,AE70,P0010,hasExistingEnshrinedPerson,기존배향인물,추향70,"주자(朱子, 1130-1200)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2210,AE70,P0045,hasExistingEnshrinedPerson,기존배향인물,추향70,"이이(李珥, 1536-1584)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2211,AE70,P0116,hasExistingEnshrinedPerson,기존배향인물,추향70,"김굉필(金宏弼, 1454-1504)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2212,AE70,P0188,hasExistingEnshrinedPerson,기존배향인물,추향70,"최충(崔冲, 984-1068)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2213,AE71,P0173,hasExistingEnshrinedPerson,기존배향인물,추향71,"이정(李楨, 1512-1571)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2214,AE72,P0128,hasExistingEnshrinedPerson,기존배향인물,추향72,"정몽주(鄭夢周, 1337-1392)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2215,AE72,P0130,hasExistingEnshrinedPerson,기존배향인물,추향72,"조광조(趙光祖, 1482-1519)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2216,AE73,P0029,hasExistingEnshrinedPerson,기존배향인물,추향73,"정온(鄭蘊, 1569-1641)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2217,AE73,P0117,hasExistingEnshrinedPerson,기존배향인물,추향73,"정여창(鄭汝昌, 1450-1504)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2218,AE8,P0031,hasExistingEnshrinedPerson,기존배향인물,추향8,"기대승(奇大升, 1527-1572)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2219,AE8,P0126,hasExistingEnshrinedPerson,기존배향인물,추향8,"박상(朴祥, 1474-1530)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2220,AE8,P0127,hasExistingEnshrinedPerson,기존배향인물,추향8,"박순(朴淳, 1523-1589)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2221,AE9,P0027,hasExistingEnshrinedPerson,기존배향인물,추향9,"김장생(金長生, 1548-1631)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2222,AE9,P0107,hasExistingEnshrinedPerson,기존배향인물,추향9,"이시직(李時稷, 1572-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2223,AE9,P0109,hasExistingEnshrinedPerson,기존배향인물,추향9,"송시영(宋時榮, 1588-1637)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2224,AE9,P0113,hasExistingEnshrinedPerson,기존배향인물,추향9,"김정(金淨, 1486-1521)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2225,AE9,P0114,hasExistingEnshrinedPerson,기존배향인물,추향9,"송인수(宋麟壽, 1499-1547)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2226,AE9,P0340,hasExistingEnshrinedPerson,기존배향인물,추향9,"정광필(鄭光弼, 1462-1538)",Event,Person,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasExistingEnshrinedPerson
2227,AE14_Pet1,AE14_Pet1a,hasPetitionItem,청원대상항목을 포함하다,추향14_청원1,추향14_청원1a,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2228,AE14_Pet1,AE14_Pet1b,hasPetitionItem,청원대상항목을 포함하다,추향14_청원1,추향14_청원1b,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2229,AE16_Pet1,AE16_Pet1a,hasPetitionItem,청원대상항목을 포함하다,추향16_청원1,추향16_청원1a,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2230,AE16_Pet1,AE16_Pet1b,hasPetitionItem,청원대상항목을 포함하다,추향16_청원1,추향16_청원1b,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2231,AE16_Pet1,AE16_Pet1c,hasPetitionItem,청원대상항목을 포함하다,추향16_청원1,추향16_청원1c,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2232,AE16_Pet2,AE16_Pet2a,hasPetitionItem,청원대상항목을 포함하다,추향16_청원2,추향16_청원2a,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2233,AE16_Pet2,AE16_Pet2b,hasPetitionItem,청원대상항목을 포함하다,추향16_청원2,추향16_청원2b,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2234,AE19_Pet1,AE19_Pet1a,hasPetitionItem,청원대상항목을 포함하다,추향19_청원1,추향19_청원1a,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2235,AE19_Pet1,AE19_Pet1b,hasPetitionItem,청원대상항목을 포함하다,추향19_청원1,추향19_청원1b,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
2236,AE19_Pet2,AE19_Pet2a,hasPetitionItem,청원대상항목을 포함하다,추향19_청원2,추향19_청원2a,Act,PetitionItem,http://dh.aks.ac.kr/ontologies/seowondeungrok#hasPetitionItem
