index,source,target,relation,relation_label,source_label,target_label,source_type,target_type,relation_uri
843,RS3,S123,concernsSeowon,관련서원,복설훼철3,도원서원 (道源書院),Event,Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon
844,RS4,S205,concernsSeowon,관련서원,복설훼철4,뇌암서원(雷巖書院),Event,Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon
845,RS7,S207,concernsSeowon,관련서원,복설훼철7,인산서원_영덕(仁山書院),Event,Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon
846,RS8,S133,concernsSeowon,관련서원,복설훼철8,욱양서원 (郁陽書院),Event,Seowon,http://dh.aks.ac.kr/ontologies/seowondeungrok#concernsSeowon
847,AE1,Petition,eventGroup,사건범주,추향1,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
848,AE10,Petition,eventGroup,사건범주,추향10,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
849,AE11,Petition,eventGroup,사건범주,추향11,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
850,AE12,Petition,eventGroup,사건범주,추향12,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
851,AE13,Petition,eventGroup,사건범주,추향13,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
852,AE14,Petition,eventGroup,사건범주,추향14,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
853,AE15,Petition,eventGroup,사건범주,추향15,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
854,AE16,Petition,eventGroup,사건범주,추향16,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
855,AE19,Petition,eventGroup,사건범주,추향19,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
856,AE2,Petition,eventGroup,사건범주,추향2,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
857,AE20,Petition,eventGroup,사건범주,추향20,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
858,AE21,Petition,eventGroup,사건범주,추향21,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
859,AE22,Petition,eventGroup,사건범주,추향22,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
860,AE23,Petition,eventGroup,사건범주,추향23,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
861,AE24,Petition,eventGroup,사건범주,추향24,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
862,AE25,Petition,eventGroup,사건범주,추향25,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
863,AE27,Petition,eventGroup,사건범주,추향27,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
864,AE28,Petition,eventGroup,사건범주,추향28,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
865,AE29,Petition,eventGroup,사건범주,추향29,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
866,AE3,Petition,eventGroup,사건범주,추향3,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
867,AE30,Petition,eventGroup,사건범주,추향30,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
868,AE31,Petition,eventGroup,사건범주,추향31,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
869,AE32,Petition,eventGroup,사건범주,추향32,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
870,AE33,Petition,eventGroup,사건범주,추향33,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
871,AE34,Petition,eventGroup,사건범주,추향34,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
872,AE35_1,Petition,eventGroup,사건범주,추향35_1,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
873,AE35_2,Petition,eventGroup,사건범주,추향35_2,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
874,AE37_1,Petition,eventGroup,사건범주,추향37_1,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
875,AE37_2,Petition,eventGroup,사건범주,추향37_2,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
876,AE37_3,Petition,eventGroup,사건범주,추향37_3,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
877,AE38,Petition,eventGroup,사건범주,추향38,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
878,AE39_1,Petition,eventGroup,사건범주,추향39_1,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
879,AE39_2,Petition,eventGroup,사건범주,추향39_2,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
880,AE39_3,Petition,eventGroup,사건범주,추향39_3,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
881,AE4,Petition,eventGroup,사건범주,추향4,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
882,AE40,Petition,eventGroup,사건범주,추향40,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
883,AE41,Petition,eventGroup,사건범주,추향41,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
884,AE42,Petition,eventGroup,사건범주,추향42,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
885,AE43,Petition,eventGroup,사건범주,추향43,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
886,AE44,Petition,eventGroup,사건범주,추향44,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
887,AE45,Petition,eventGroup,사건범주,추향45,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
888,AE46,Petition,eventGroup,사건범주,추향46,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
889,AE47,Petition,eventGroup,사건범주,추향47,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
890,AE48,Petition,eventGroup,사건범주,추향48,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
891,AE49,Petition,eventGroup,사건범주,추향49,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
892,AE5,Petition,eventGroup,사건범주,추향5,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
893,AE50,Petition,eventGroup,사건범주,추향50,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
894,AE51,Petition,eventGroup,사건범주,추향51,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
895,AE52,Petition,eventGroup,사건범주,추향52,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
896,AE53,Petition,eventGroup,사건범주,추향53,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
897,AE54,Petition,eventGroup,사건범주,추향54,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
898,AE55,Petition,eventGroup,사건범주,추향55,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
899,AE56,Petition,eventGroup,사건범주,추향56,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
900,AE57,Petition,eventGroup,사건범주,추향57,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
901,AE58,Petition,eventGroup,사건범주,추향58,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
902,AE59,Petition,eventGroup,사건범주,추향59,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
903,AE6,Petition,eventGroup,사건범주,추향6,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
904,AE60,Petition,eventGroup,사건범주,추향60,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
905,AE61,Petition,eventGroup,사건범주,추향61,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
906,AE62,Petition,eventGroup,사건범주,추향62,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
907,AE63,Petition,eventGroup,사건범주,추향63,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
908,AE64,Petition,eventGroup,사건범주,추향64,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
909,AE65,Petition,eventGroup,사건범주,추향65,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
910,AE66,Petition,eventGroup,사건범주,추향66,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
911,AE67,Petition,eventGroup,사건범주,추향67,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
912,AE68,Petition,eventGroup,사건범주,추향68,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
913,AE69,Petition,eventGroup,사건범주,추향69,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
914,AE7,Petition,eventGroup,사건범주,추향7,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
915,AE70,Petition,eventGroup,사건범주,추향70,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
916,AE71,Petition,eventGroup,사건범주,추향71,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
917,AE72,Petition,eventGroup,사건범주,추향72,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
918,AE73,Petition,eventGroup,사건범주,추향73,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
919,AE8,Petition,eventGroup,사건범주,추향8,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
920,AE9,Petition,eventGroup,사건범주,추향9,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
921,FD1,Petition,eventGroup,사건범주,청건1,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
922,FD10,Petition,eventGroup,사건범주,청건10,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
923,FD11,Petition,eventGroup,사건범주,청건11,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
924,FD12,Petition,eventGroup,사건범주,청건12,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
925,FD13,Petition,eventGroup,사건범주,청건13,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
926,FD14,Petition,eventGroup,사건범주,청건14,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
927,FD15,Petition,eventGroup,사건범주,청건15,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
928,FD16,Petition,eventGroup,사건범주,청건16,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
929,FD17,Petition,eventGroup,사건범주,청건17,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
930,FD19,Petition,eventGroup,사건범주,청건19,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
931,FD2,Petition,eventGroup,사건범주,청건2,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
932,FD20,Petition,eventGroup,사건범주,청건20,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
933,FD21,Petition,eventGroup,사건범주,청건21,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
934,FD22,Petition,eventGroup,사건범주,청건22,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
935,FD23,Petition,eventGroup,사건범주,청건23,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
936,FD24,Petition,eventGroup,사건범주,청건24,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
937,FD25,Petition,eventGroup,사건범주,청건25,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
938,FD26,Petition,eventGroup,사건범주,청건26,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
939,FD27,Petition,eventGroup,사건범주,청건27,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
940,FD28,Petition,eventGroup,사건범주,청건28,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
941,FD29,Petition,eventGroup,사건범주,청건29,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
942,FD3,Petition,eventGroup,사건범주,청건3,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
943,FD30,Petition,eventGroup,사건범주,청건30,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
944,FD31,Petition,eventGroup,사건범주,청건31,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
945,FD32,Petition,eventGroup,사건범주,청건32,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
946,FD33,Petition,eventGroup,사건범주,청건33,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
947,FD34,Petition,eventGroup,사건범주,청건34,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
948,FD35,Petition,eventGroup,사건범주,청건35,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
949,FD36,Petition,eventGroup,사건범주,청건36,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
950,FD37,Petition,eventGroup,사건범주,청건37,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
951,FD38,Petition,eventGroup,사건범주,청건38,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
952,FD39,Petition,eventGroup,사건범주,청건39,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
953,FD4,Petition,eventGroup,사건범주,청건4,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
954,FD40,Petition,eventGroup,사건범주,청건40,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
955,FD41,Petition,eventGroup,사건범주,청건41,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
956,FD42,Petition,eventGroup,사건범주,청건42,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
957,FD5,Petition,eventGroup,사건범주,청건5,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
958,FD6,Petition,eventGroup,사건범주,청건6,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
959,FD7,Petition,eventGroup,사건범주,청건7,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
960,FD8,Petition,eventGroup,사건범주,청건8,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
961,FD9,Petition,eventGroup,사건범주,청건9,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
962,PL1,Policy,eventGroup,사건범주,정책1,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
963,PL10,Policy,eventGroup,사건범주,정책10,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
964,PL11,Policy,eventGroup,사건범주,정책11,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
965,PL12,Policy,eventGroup,사건범주,정책12,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
966,PL13,Policy,eventGroup,사건범주,정책13,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
967,PL14,Policy,eventGroup,사건범주,정책14,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
968,PL15,Policy,eventGroup,사건범주,정책15,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
969,PL16,Policy,eventGroup,사건범주,정책16,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
970,PL17,Policy,eventGroup,사건범주,정책17,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
971,PL18,Policy,eventGroup,사건범주,정책18,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
972,PL19,Policy,eventGroup,사건범주,정책19,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
973,PL2,Policy,eventGroup,사건범주,정책2,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
974,PL20,Policy,eventGroup,사건범주,정책20,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
975,PL21,Policy,eventGroup,사건범주,정책21,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
976,PL3,Policy,eventGroup,사건범주,정책3,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
977,PL4,Policy,eventGroup,사건범주,정책4,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
978,PL5,Policy,eventGroup,사건범주,정책5,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
979,PL6,Policy,eventGroup,사건범주,정책6,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
980,PL7,Policy,eventGroup,사건범주,정책7,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
981,PL8,Policy,eventGroup,사건범주,정책8,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
982,PL9,Policy,eventGroup,사건범주,정책9,정책,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
983,RD1,Petition,eventGroup,사건범주,청액1,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
984,RD101,Petition,eventGroup,사건범주,청액101,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
985,RD102,Petition,eventGroup,사건범주,청액102,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
986,RD103,Petition,eventGroup,사건범주,청액103,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
987,RD104,Petition,eventGroup,사건범주,청액104,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
988,RD105,Petition,eventGroup,사건범주,청액105,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
989,RD106,Petition,eventGroup,사건범주,청액106,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
990,RD107,Petition,eventGroup,사건범주,청액107,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
991,RD108,Petition,eventGroup,사건범주,청액108,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
992,RD109,Petition,eventGroup,사건범주,청액109,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
993,RD11,Petition,eventGroup,사건범주,청액11,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
994,RD110,Petition,eventGroup,사건범주,청액110,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
995,RD111,Petition,eventGroup,사건범주,청액111,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
996,RD112,Petition,eventGroup,사건범주,청액112,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
997,RD113,Petition,eventGroup,사건범주,청액113,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
998,RD114,Petition,eventGroup,사건범주,청액114,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
999,RD115,Petition,eventGroup,사건범주,청액115,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1000,RD116,Petition,eventGroup,사건범주,청액116,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1001,RD117,Petition,eventGroup,사건범주,청액117,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1002,RD118,Petition,eventGroup,사건범주,청액118,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1003,RD12,Petition,eventGroup,사건범주,청액12,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1004,RD120,Petition,eventGroup,사건범주,청액120,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1005,RD121,Petition,eventGroup,사건범주,청액121,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1006,RD122,Petition,eventGroup,사건범주,청액122,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1007,RD123,Petition,eventGroup,사건범주,청액123,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1008,RD124,Petition,eventGroup,사건범주,청액124,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1009,RD125,Petition,eventGroup,사건범주,청액125,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1010,RD126,Petition,eventGroup,사건범주,청액126,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1011,RD128,Petition,eventGroup,사건범주,청액128,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1012,RD129,Petition,eventGroup,사건범주,청액129,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1013,RD13,Petition,eventGroup,사건범주,청액13,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1014,RD130,Petition,eventGroup,사건범주,청액130,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1015,RD131,Petition,eventGroup,사건범주,청액131,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1016,RD132,Petition,eventGroup,사건범주,청액132,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1017,RD133,Petition,eventGroup,사건범주,청액133,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1018,RD134,Petition,eventGroup,사건범주,청액134,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1019,RD135,Petition,eventGroup,사건범주,청액135,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1020,RD136,Petition,eventGroup,사건범주,청액136,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1021,RD137,Petition,eventGroup,사건범주,청액137,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1022,RD138,Petition,eventGroup,사건범주,청액138,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1023,RD14,Petition,eventGroup,사건범주,청액14,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1024,RD140,Petition,eventGroup,사건범주,청액140,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1025,RD141,Petition,eventGroup,사건범주,청액141,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1026,RD142,Petition,eventGroup,사건범주,청액142,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1027,RD143,Petition,eventGroup,사건범주,청액143,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1028,RD144,Petition,eventGroup,사건범주,청액144,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1029,RD145,Petition,eventGroup,사건범주,청액145,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1030,RD146,Petition,eventGroup,사건범주,청액146,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1031,RD147,Petition,eventGroup,사건범주,청액147,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1032,RD148,Petition,eventGroup,사건범주,청액148,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1033,RD149,Petition,eventGroup,사건범주,청액149,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1034,RD15,Petition,eventGroup,사건범주,청액15,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1035,RD150,Petition,eventGroup,사건범주,청액150,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1036,RD151,Petition,eventGroup,사건범주,청액151,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1037,RD152,Petition,eventGroup,사건범주,청액152,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1038,RD153,Petition,eventGroup,사건범주,청액153,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1039,RD154,Petition,eventGroup,사건범주,청액154,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1040,RD155,Petition,eventGroup,사건범주,청액155,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1041,RD156,Petition,eventGroup,사건범주,청액156,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1042,RD157,Petition,eventGroup,사건범주,청액157,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1043,RD158,Petition,eventGroup,사건범주,청액158,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1044,RD159,Petition,eventGroup,사건범주,청액159,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
1045,RD16,Petition,eventGroup,사건범주,청액16,청원,Event,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#eventGroup
