id,label,type,originalText
doc_16970124d,문건16970124d,Document,曹 啓目粘連 啓下是白有亦觀此廣州幼學許▼(日/罒/万)等 疏辭則其矣等所居之地粵自勝國賢士蔚興前朝判 典校寺事李集生當麗季以斯道爲己任文學志節冠冕 一世是白乎旀左參議李養中我朝開國之初旣不應命且不 受官貞標大義卓絶古人是白乎旀 贈參判鄭誠謹忠孝出 天素履端嗀受知 聖廟際遇之誠夐越千古而薑桂之性氷 檗之操爲權倖之惎間死非其命是白乎旀 贈議政鄭曄 受業於先正之門用力於洛閩之書養深積厚明粹英發遭 昏亂而不濡其迹際熙明而殫忠竭節爲士林之宗匠後學之 師表此四臣者不但一鄕之所瞻仰抑亦四方之所尊慕者此 正右所謂鄕先生歿而可祭者是白乎等以一州之士營建書院 以爲妥靈之所蓋有年矣是白乎矣華扁未揭盛典莫擧不 但一州人士之缺望亦且有歉於 聖朝奬賢之美意是白去乎 請命該曹賁 賜恩額顯示褒揚之意亦爲白有臥乎所今此 四臣或以道德顯或以節義稱或以忠孝著雖其所造或有淺 深之殊是白乎乃其爲扶植世敎砥勵名行則前後一揆哛不喩 以其居於本土之故一州人士之所共宗仰者異於他處是白乎 等以創設院宇之擧實出於平日尊慕之誠是白置其在 聖 朝褒忠尙德之道似當宣賜恩額存樹風聲俾令一州人士有 所觀感而興起是白乎矣 恩額重典臣曹不敢擅便 上裁何如 康熙三十六年正月二十四日右副承旨臣金澋次知 啓特爲 賜額 爲良如敎曹 啓目粘連判下是白有亦敎書及額號令藝文 館撰出何如康熙三十六年正月二十七日右副承旨臣金澋次知 啓 依允 原疏移送藝文館
doc_16970317a,문건16970317a,Document,曹 啓目粘連 啓下是白有亦觀此平山幼學李涵等疏辭則平 山卽先正臣朴世采丘墓之鄕而所嘗往來之地是白乎等以上年 秋間據實陳章請建書院已蒙准許謹奉 聖旨卽與一邑章 甫營度始工日夜董作數月以來今始斷手是白乎矣當初營 建旣因 朝命則到今頒額之請不容少緩故裹足千里仰籲震 嚴爲白乎旀以朴世采之道學德業晩際 聖明庶幾有爲天不 整遺以貽我 殿下奪速之歎今此立祠腏食實出於 殿下追 思崇報之道是白去乎請速依前 旨擧行以幸斯文以重祀典 亦爲白有臥乎所朴世采之道學德業實是 聖明之所嘗洞燭 今不必覼縷是白在果以其丘墓在於平山而亦是所嘗寓居 之地是白乎等以曾因士子之陳請已有創建之成命則今於營 建之後所當一依前旨特宣恩額以示 聖明崇儒重道之意且 爲一方矜式之地是白乎矣 恩額重典臣曹不敢擅便 上裁何 如康熙三十六年三月十七日右承旨臣金世翊次知 啓特爲賜額 爲良如敎曹 啓目粘連 判下是白有亦敎書及額號令藝文 館撰出何如康熙三十六年三月二十七日同副承旨臣金宇杭次知 啓依允 原疏移送藝文館
doc_16970317b,문건16970317b,Document,曹 啓目粘連 啓下是白有亦觀此忠淸道儒生柳在等疏辭則 故吏曹參判兪棨以忠孝正直之行明體適用之學歷事 仁孝 顯三朝其忠言正論嘉謨遠猷莫非倫常禮義之所關係天下後 世之所瞻仰値丙丁之亂在圍城之中而陳義守之策當變亂之極 而其經常之論忠義凜烈卓然難奪是白乎旀受知 孝廟契合 昭融出入筵席協贊訏謨期以立萬古之常經伸天下之大義 是白乎旀逮至 先朝眷注愈隆志切追報隨事獻贊者實出於 鞠躬死己之心是白乎所槪其超詣之才加以學問之功以居家孝 友之行推而爲忠義之節經世煥猷之文章根乎性命之微妙 道德忠節竝臻其美如棨之比實不多人是白置臣等所居 之鄕卽其積年偏配之地而講學棲遲之所已仍于頃在辛酉 本郡儒生等赴闕封章請立書院 特賜允許故卽其平日杖 屨之所立祠妥靈已有年所是白乎矣請額一事因循未遑是白 乎等以今始倡率同志繭足封章爲白去乎請命攸司頒降 恩 額以卒斯文盛典以副士林之至願亦爲白有臥乎所棨歷事三 朝素忠孝正直文章學行見稱於世哛不喩當乾坤震蕩之際 守正不撓逮 孝廟奮發大志之時協贊弘猷是白乎旀至于先 朝經幄密勿之猷一心忠報之誠無非學問中流出而在人耳目 者是白去乎儒生等以其尊慕之誠請立祠宇旣奉成命之後 又請宣額則其在 朝家崇儒重道尊德報功之道所當依其 疏辭 特爲允許是白乎矣 恩額重典臣曹不敢擅便 上裁何如 康熙三十六年三月十七日右承旨臣金世翊次知 啓特爲賜額爲 良如敎曹 啓目粘連 判下是白有亦敎書及額號令藝館撰 出何如 啓依允 原疏移送藝文館
doc_16970317c,문건16970317c,Document,曹 啓目粘連 啓下是白有亦觀此全羅道生員金瑞凝等 疏辭則故進士臣洪順福天資剛毅銳意學問受業於金湜之 門當己卯之禍抗章頌冤終被極律從容就死氣節之壁立學 力之堅定於此可見是如爲白乎旀故校理臣崔尙重資品粹美 英睿過人齠年志學見理通透事親極孝鄕黨悅服爲李 珥上章辨誣與汝立仁弘居在近地而終不接面先見之明類皆 如此是如爲白乎旀故正字臣吳廷吉孝友之行根於秉彝學問 之功得之家庭晨昏定省風雪不懈居喪廬墓哀毀踰制凡於 利慾退避若㥘詩書自誤誘掖後進鄕人至今稱頌是如爲 白乎旀故承旨崔蘊品質豪邁成童至學遠大自期潛心於 性理之奧立脚於眞實之地昏朝之時廢棄科業反正之後 首被擢用於 孝廟實有甘盤之舊追念之意備見於 賜祭 之文是如爲白乎旀故翊衛臣崔徽之天質旣美又襲庭訓絶 意進取專心學問自治以忠信不欺爲主敎人必先經業而後文 藝後學之薰陶成就薄俗之感化歸厚者不可勝計是白去乎 五臣之學問行誼之純篤旣如此誘掖後學裨補風化者又如此 是白乎等以因多士尊慕之誠創俎豆崇奉之所者已有年所是 白乎矣不早陳聞於冕旒之下尙闕顯號於妥靈之地是白去乎 請令禮官快 賜恩額以副一方共公之論亦爲白有臥乎所惟此 五臣素以學問行誼著於南方居家孝友出處進退之間多有 確乎不拔人所難及之處哛不喩或以氣節著稱或以訓誨自任 或有斥邪衛道之功或有輔導 聖學之效合以論之則俱是 右所謂鄕先生歿而祭於社者是白乎旀儒生之創建祠宇俎 豆崇奉者今已積有年所則一方共公之論多士尊奉之誠 於此可見其在 聖朝崇儒重道之道似當 特許宣額以爲 後學矜式之地且慰一方景仰之誠是白乎矣恩額重典臣曹 不敢擅便 上裁何如康熙三十六年三月十七日右承旨臣金世 翊次知 啓特爲 賜額爲良如敎曹 啓目粘連 判下是白有亦 敎書及額號令藝文館撰出何如 啓依允 原疏移送藝文館
doc_16970317d,문건16970317d,Document,曹 啓目粘連 啓下是白有亦觀此全羅道進士崔雲翼等疏 辭則文正公朴尙衷以麗季名臣倡率諸賢闡明性理力爭事 北之議深得尊攘之義其倡正學樹大節實與鄭夢周齊 ▼(金+麤)於一時曾因諸臣之獻議克擧壹惠之典仍開俎豆之地凡 在士林孰不欽仰是白乎旀其六世孫文康公紹以特絶之資承 忠義之傳私淑於文簡公金宏弼得聞眞實用力之緖且與文正 公趙光祖竝稱於一時修己治人之學潛心力究當己卯斬伐之後 以性理諸書竭誠啓迪於 仁廟在東宮之日與文元公李彦迪 協心共貞薰陶之功實不淺尠逮至權奸得志卷懷遯荒其䆳 學正誼足以楷範于當世淸標苦節足以激礪乎頹俗是白乎 等以頃因大臣陳白不拘常格錫以易名之典是白去乎二臣之 學問行誼雖在異鄕尙且聞風興起是白去等況潘南卽其姓 貫之地爲其鄕人者尊慕推仰之誠實陪他人乙仍于多士同 聲創建一祠竝享二臣是白乎矣尙未登聞于朝昭揭額號 此固昭代之欠典是白置尙衷則已有五冠書院曾蒙 賜額是 白乎矣紹則此是初設其在崇奬之道尤合昭揭之典乞命攸 司特頒新額以侈一路之觀瞻用副多士之至懇亦爲白有臥 乎所朴尙衷尊周攘夷之義炳如日星倡明道學之功垂於後 代是白乎等以旣因諸臣之議節惠之典腏食之所竝擧於一時 者實出於 聖明褒忠奬節之至意是白乎旀紹則受業於金 宏弼之門與趙光祖生幷一時其爲學問之純篤造詣之精深不 但最爲稱首於己卯之諸賢其所啓迪春宮之功退遁藏修之 操亦是同時之所稱後代之所仰哛不喩潘南乃其姓貫之地 祖孫之節義道德相望於數百載之間則一鄕士子之聞風興 起之誠有倍於他處是白乎旀尙衷則雖有 賜額之祠是白 乎乃紹則此是專享之所而無他俎豆之處則雖以 朝家 疊設之禁言之是白良置此則不在於禁限之中似當 特許 宣額以慰多士之望是白乎矣 恩額重典臣曹不敢擅便 上裁 何如康熙三十六年三月十七日右承旨臣金世翊次知 啓特爲 賜額 爲良如敎曹 啓目粘連 判下是白有亦敎書及額號令藝文 館撰出何如 啓依允 原疏移送藝文館
doc_16970317e,문건16970317e,Document,曹 啓目粘連 啓下是白有亦觀此京畿生員李世瑋等疏 辭則維楊石室之里卽先正臣金尙容尙憲松楸之鄕爲尙憲晩年 退遯之所設爲祠院竝享兩臣實是 先朝之所賜扁多士之所 趨集是白如乎至于近歲故領敦寧臣金壽恒卽尙憲之孫天 稟粹美自然近道少服家庭之敎以小學爲根基表裏如一動 中規度其立於朝也雖婦人孺子皆知其祥麟儀鳳之瑞而惟其 守正不撓奸黨仇嫉三 朝知遇之隆不能保其始終是白乎乃 至其從容就命惓惓忠愛之誠臨死不已平日操履之純篤於 此可見是白乎旀故判中樞臣閔鼎重以剛果英特之資早有 志於斯學立心制行力追前軌居家則以孝友爲本立朝則以 格正自任鄕邦仰爲模範搢紳式其風儀而不幸遭罹黨 禍栫棘以歿國人傷嗟久而彌深是白乎旀故副提學臣李端 相以淸名雅望爲一時所推重富貴榮達卽其所有年未彊仕 勇脫世路回頭轉䐉杜門覃思惟日孜孜於 聖賢窮格之學究 極象理體驗身心其所造詣有不可量天不假年未畢其志 而高風卓識已足以警末俗而範後世是白去乎顧此三臣俱以儒 林之望王國之彦或有累世霜露之原或作暮年衡泌之居常 常往來藏修於同州境一二十里之間則其所導掖講授之外 觀感而興起者實有所賴哛不喩金尙憲當天地飜覆之際 以一身任萬古綱常之重而故奉朝賀臣宋時烈羽翼奮發大志 而此三臣從遊其門與之同心協助而時烈所守之義於是益 明則平日仰慕依歸之地固在於此乙仍于鄕之人士咸謂此三臣 宜陞配於其祠是白乎等以相率封章仰叫天閽爲白去乎此 與創設有異不在於 朝令所靳之中乞諒多士之誠許令三臣 得與於俎豆之列以爲一方寓慕興起之地亦爲白有臥乎所金 壽恒閔鼎重天稟之粹美資質之英果同是世所共稱是白乎旀 其出處本末言行志業或得之家庭之訓或由於學問之力 者自有國論 聖明亦且俯燭是白乎旀李端相早登顯途榮利 在前而勇退於急流之中覃思於 聖賢之學深思力踐期退 先正者固可以矜式一世垂範後人是白置■■雖在百代之久 千里之遠是白良置亦且聞風起敬睹蹟與懷是白去等況 壽恒則乃是尙憲之孫而鼎重端相俱以丘壠相望桑梓相接 之人哛不喩且以從遊時烈之人道義相勖贊明大義則其 所尊慕依歸之志不以存歿而有間是白乎旀陞配於旣設之 祠亦與創建有異似當特依疏辭施行以爲風礪世敎之地 是白乎矣 賜額書院臣曹不敢擅便 上裁何如康熙三十六 年三月十七日右承旨臣金世翊次知 啓依回啓施行爲良如敎 移文本道
doc_16970317f,문건16970317f,Document,曹 啓目粘連 啓下是白有亦觀此慶尙道幼學張瑠等疏辭 則仁同吳山書院卽麗朝忠臣吉再妥靈之地而仍爲俎豆宣 額之所者也先正臣宋時烈宋浚吉常往來於吳山展禮於其墓欽 德起敬實有曠世相感之義是白乎所蓋兩臣卽文元公金長生之 門人而長生之學得之於文成公李珥文簡公成渾之門則淵源之 學自有傳授兺不喩其受 孝廟不世之知協贊尊周之義則與 吉再殉國之忠異代同符是白去乎請以兩臣合祀於一堂俾知聖 朝顯忠尙德之意亦爲白有臥乎所宋時烈宋浚吉道德學業固 是 聖明之所洞燭不待儒生等之一二談是白乎旀吉再卽麗末忠 臣其淸風高節固是後人之所瞻仰則兩臣往來瞻拜雖出於景 仰尊慕之意是白乎乃若非丘墓所在杖屨棲遲之所則不可以 一二番往來之故轍爲追配往哲合堂同祀不但事體未安抑亦後 弊難防乙仍于從前如此之請不曾採施者其意槪有所在疏內 辭緣似難施行今姑置之何如康熙三十六年三月十七日右承旨 臣金世翊次知 啓依允
doc_16970317g,문건16970317g,Document,曹 啓目粘連 啓下是白有亦觀此全羅道生員金五一等疏 辭則高麗侍中徐稜性至孝解官歸養母病之時醫云當 用生蛙而適當沍寒之節生蛙自墜於藥鐺誠孝所感母病果 愈乙仍于事聞旌閭諡曰節孝而嘗著居家十訓實爲羽翼乎 呂氏鄕約之書所學之正此固可見是白乎等以往在萬曆己丑 鄕人立祠於平日杖屨遊息之地所謂慕岩者是白如乎不幸 爲兵燹所毀崇禎戊子士林同聲復立廟宇於舊址而又以趙 英圭父子配食於東西爲白乎所蓋以英圭雖是武臣亦以孝稱 萬曆壬辰以梁山郡守與東萊府使宋象賢約與同死泣辭 其母突圍入城遂與同死古所謂移孝爲忠者是白乎旀其子 廷老性亦至孝其父殉節之時奉其父命移避其祖母還 赴東萊則城陷已久是白乎等以積尸盈城未克收骸泣血 三年祭盡誠禮每以父讐之未復遂築土室以居之終身不出 乙仍于不但鄕人慕其行誼曾在 先朝先正臣宋浚吉具陳 其事遂有旌閭之命實與徐稜儷美竝燿是白去乎一邑三 賢同堂共享蓋亦有年而恩命不究華額尙闕恐不足以樹 風聲而勸後人請命攸司領以美額俾光遺祠亦爲白有臥 乎所徐稜固是勝國名臣以其節孝之諡見之是白良置可 見其孝行之卓異是白乎旀其所謂居家十訓亦可見其信 道之純篤此眞所謂鄕先生歿而祭社是白乎矣國史所傳只 記其孝而不及於學則此是韜眞晦光流俗莫知之致是白乎 喩到今累百年之後無可考信之處是白乎旀英圭父子段其 爲忠孝果爲卓絶是白乎矣 朝家於院宇宣額之請若非 道德之表著者則未嘗輕許者不但重惜祀典抑亦爲斯文 重事體之意是白去乎疏內辭緣今姑置之何如康熙三十六 年三月十七日右承旨臣金世翊次知 啓依允
doc_16970602a,문건16970602a,Document,曹 啓目粘連 啓下是白有亦觀此松禾幼學鄭相僑等疏辭 則本縣曾在萬曆乙巳創建祠宇以享朱文公以我 朝先正臣 文正公趙光祖文純公李滉文成公李珥配享者今至九十餘年 之久而尙未頒額將至湮沒非但章甫之所歎抑亦 聖朝之欠 典請依載寧等邑書院例一體 賜額亦爲白有臥乎所近來 書院之創設爲一大弊是白乎等以文廟從祀儒賢之外不許 疊設是白如乎海西則遵依石潭書院之例以朱子主享 配以我 國諸賢疏請宣額前後相續殊甚紛紜是白乎矣以 其朱子旣非我 國儒賢之比且有石潭已行之例乙仍于曾前 他邑宣額之請皆不防塞而今此書院創建之久最在他邑之 先則所當一體宣額以示 朝家崇儒重道之意是白乎矣恩 額重典臣曹不敢擅便 上裁何如康熙三十六年六月初二日 右副承旨臣金盛迪次知 啓依
doc_16970602b,문건16970602b,Document,曹 啓目粘連 啓下是白有亦觀此陽城幼學李明謙等疏辭 則故判書吳斗寅襲訓名家譽望夙彰早闡巍科歷事累 朝剛方介潔之姿謙沖恬靜之操卓然獨立人所推服乙仍于 黨議傾奪之際以名節爲標準者固已炳炳及其臨事不苟 奮發擔當其所樹立於曩時者又如是卓卓是白乎等以到 今日月重光彝倫復敍䝯爵之典旌閭之命皆出於 聖上褒 忠隱卒聳一世瞻聆之盛意是白去乎顧其桑梓之鄕在於陽 城是白乎等以居人誦其德義章甫慕其忠節創建院宇揭虔 妥靈而爲士子藏修之所是白在如中伏聞 贈判書朴泰輔祠 院 朝家已爲頒額致祭云念此二臣忠節固無異同揆諸事 理合有一體施行之擧請命有司宣賜恩額以慰士林宗仰 之私且爲激勸來世之道亦爲白有臥乎所吳斗寅立身行己 之方居官蒞職之狀雖非儒生等之言固是縉紳間所敬服者 是白乎旀至於曩日其所樹立固爲卓爾臨事不苟至死靡 他抗片言扶大義之忠節實與朴泰輔無所異同乙仍于 朝家 褒嘉之意旌表之典亦與泰輔無所差別是白去乎頃日泰輔 祠宇宣額之請旣已允從則其在樹風聲礪世敎之道所當一例 宣額以爲昭揭忠烈激勵後人之地是白乎矣 恩額重典臣曹 不敢擅便 上裁何如康熙三十六年六月初八日同副承旨臣沈枰次 知 啓特爲 賜額爲良如敎
doc_16970614a,문건16970614a,Document,曹 啓目粘連 啓下是白有亦觀此忠州幼學鄭師賓等 疏本則韓永徽曾爲道峯書院齋任時祭酒尹拯名字以 墨塗抹於院中所在靑衿錄爲白有臥乎所塗墨之罰乃 是人類所不齒之極罰是白去乙永徽乃敢加之於禮遇之儒 賢凡有血氣孰不駭憤是白乎矣以其通籍之故禁令所拘 儒林不得施罰自 朝家宜有論覈聲罪之擧是如爲白有 臥乎所永徽之作此駭異之擧未知在於何年是白乎喩儒疏 中雖不明言是白乎乃果使永徽敢以墨名之罰加之於儒賢 無所顧忌則不可不明覈重處以爲懲勵之地是白去乎令 攸司覈其實狀而處之何如康熙三十六年六月十四日右承旨 臣李壄次知 啓依允
doc_16970614b,문건16970614b,Document,曹 啓目觀此白川進士辛晊等疏辭則曾在嘉隆之際本邑之士創立書院於 鄕校之傍以爲羽翼 文廟藏修多士之所陳章乞額 宣祖大王特以 御筆 書文會書院四大字竝賜經籍此誠 聖朝之盛擧是白如乎不幸龍蛇 之變 御筆厄於回祿其後丙午因章甫之申請又得 詔使朱之蕃之書 而 賜之則 聖朝眷眷崇奬之盛意實非尋常是白乎矣兵燹之餘未遑於 俎豆之事是如可庚申之秋其矣等以爲 賜額之院上關 聖祖下係斯文 與宋朝之白鹿洞匹美同揆而祀賢之典闕而不擧是如博採輿論參以先輩 之議乃於講堂之後倣朱子南康縣學之制別立東西兩祠以先正臣李珥 成渾以下五人竝祠而上年冬又以先正臣朴世采進享爲白有置惟玆所祠 之諸賢或以道德或以節行生爲國人之矜式設爲後學之尊慕而立祠未 久事力殘弊籩豆之薦亦且苟簡至使 先朝 御筆之地將未免鞠爲茂草 之嘆請依他書院例使之官給牲幣俾令一邑賢祠永享崇報之議亦爲白有臥 乎所今此文會書院旣是 宣廟朝御筆賜額之所則實與宋朝之 白鹿洞異代同揆是白去乎中經兵火久未創建使 聖祖表章之 意闕而未彰實爲欠典是白如乎本邑士子乃能創建而至以前後 羣賢竝享於東西者實是追 聖祖表章之意亦出於後學尙德之誠 而旣是 賜額之處則與新設有異依他 賜額書院之例自官給牲幣 以爲體 聖祖崇儒之意盡 聖朝繼述之道似合事理宜以此意 本道監司處分付何如康熙三十六年十二月初七日同副承旨臣李 益壽次知 啓依允
doc_16980104a,문건16980104a,Document,政院啓辭臣等敬奉文會書院 御筆扁額伏想 殿下繼 聖祖侈儒 宮之盛意出尋常萬萬也臣等聚首敬玩不勝感歎之至此實賢祠之 至寶曠世之盛典似不當循例傳送別遣近侍 頒額何如 傳曰允
doc_16980104b,문건16980104b,Document,文會書院 追續 聖祖之美意重頒四字之恩額庶盛事之不泯永 有傳於千億時崇禎紀元戊辰之後七十一年春正月也 御筆頒下
doc_16980106a,문건16980106a,Document,曹 啓曰文會書院扁額 御筆頒下之後且有遣近侍 頒賜之命矣書 院迎額之時必有致祭之規而今此 御筆頒 賜事體尤重致祭時祭文 令藝文館撰出祭物及執事令本道預爲整待以爲近侍陪香祝下去 後卽爲行祭之地而從前 御筆頒降之時必有儀仗鼓吹前導之儀今亦 一依前例磨鍊擧行何如 傳曰依 啓鼓吹今姑減去可也
doc_16980106b,문건16980106b,Document,曹單子今此文會書院 御筆扁額懸揭吉日令日官推擇則今正月二 十七日午時爲吉云以此日擧行爲白乎矣近侍陪進時懸板所盛架子一部 香亭儀仗擔持軍引路軍結裹所用楮注紙油紙草席小索紅紬袱等物令 各該司進排事分付而京畿黃海等道監司處亦爲知委何如 啓依所啓施行
doc_16980106c,문건16980106c,Document,政院 啓辭文會書院額號以 御筆頒降矣下送本道使之摹刻則外 方匠手必不及京匠之精巧宜自本院直爲摹刊仍爲陪進懸揭後眞本 則奉安於書院永作多士寶玩之資允■爲得宜年前松都南門 樓 御製板亦有自京刊送之例敢此仰 稟 傳曰知道 正月初七日
doc_16980115,문건16980115,Document,曹 啓曰文會書院 賜祭時祭文令藝文館撰出事 啓下矣凡書院皆有主享之人故祭文中以此措辭而今 此文會書院則初因儒生講業之所追創東西祠宇 以爲群賢分享之處則 賜祭祭文當以東西祠宇各爲撰 出非但事體如此群議亦皆以分撰爲當東西祠祭文別 爲措辭撰出之意分付藝文館何如 傳曰允
doc_16980325,문건16980325,Document,曹 啓目粘連 啓下是白有亦觀此文化幼學李時炯等 疏內辭緣則其矣等所居之地雖是遐鄕先臣►◄正李珥嘗 按節本道間常往來於本邑愛其山水之勝將構講學之 室而天奪遽速事未就緖伊時及門之士相與營建祠宇 於遺塵播馥之地仍作多士藏修之所一導石潭書院規 摸以朱子主享而以文正公趙光祖文純公李滉及李珥春 秋設享者于今四十有三年是白乎矣因循至今迄未上請 乙仍于俎豆之地尙闕宣額籩豆之品出自私辦其在 朝家 崇儒重道之義誠爲闕典請 命攸司議定額號以彰 朝 家尊賢之意爲遐鄕多士之望亦爲白有臥乎所海西一 道以其有石潭書院之故爭相慕效營建院宇殆遍一道原 其本道則雖出於尊賢而其間亦不無弊端乙仍于 朝家 爲慮此弊更申疊設之禁者意有所在是白乎矣此則旣以 朱子主享諸賢配食而創建之久亦已四十餘年哛不喩道內 他邑皆許宣額而本邑耳亦獨不許施則亦不無窮鄕多 士落莫之歎似當一體 頒額是白乎矣 恩額重典臣曹不敢 擅便 上裁何如康熙三十七年三月二十五日右承旨臣沈枰次知 啓特爲 賜額爲良如敎曹 啓目粘連 判下是白有亦 敎書 及額號令藝文館撰出何如 啓依允
doc_16990715,문건16990715,Document,今閏七月十五日大臣備局堂上引見入侍時領議政柳尙運所 啓我 國書院之弊近來益滋或有一人而疊設者亦有一邑而 數處者 朝家雖有疊設之禁建祠之人雖非先正亦是名臣旣 設之後撤毁固未易亦多有 賜額之處若不更爲定制申 明分付則其弊將不可禁止矣道峰書院則 朝家尊崇 與他自別而聞其募入只以三十名定額而外方則民戶與近 畿不同故良民爲避軍役投入者甚多一入之後各邑莫敢 誰何此亦良丁日縮之一端也自今已 賜額書院則募入以二 十名爲定額二十名之外則盡爲搜出充定相當役未 賜額 書院則不可定給募入所謂募入之民勿論多寡使之盡 數罷定軍役而在前雖有書院擅設之禁禁令本不行於 士子士子且未能知有禁令故擅設者居多從今以後則有欲 書院之事則必須疏陳待 朝家許設然後方爲營建而不待 朝令擅自建祠者當該地方官論以定律事別爲定式預爲 分付該道監司使之申明知會于各邑何如左議政徐□曰臣 待罪禮曹參判時始知書院有稟告 朝家之令而中外不 爲奉行終有疊設多設之弊矣柳□曰書院異於鄕校鄕 校則有額內外校生額外則庶孽良民皆入屬與館學下 齋同而書院則士子之尊崇者皆同入於靑衿錄而本無額 內外之分矣今聞書院亦或有額外作名入屬之處云雖未 詳知其數之多少而此亦不可任其增加以滋冒入之弊分付 各道如有額外院生則一一搜出汰定軍役宜當一體分付擧 行何如 上曰朝家以書院創立事有所定式而外方終不遵行 以地方官論罪之意更爲着實分付而募入額外事竝依此 所達可也
doc_1699L0714,문건1699L0714,Document,曹 啓目粘連 啓下是白有亦觀此定州幼學金壽得等 疏內辭緣則故文貞公閔維重按節本道有丕振儒化之 功故左議政閔鼎重謫居西裔有興起觀感之效一道 多士創建書院以爲藏修尊奉之所請賜華額亦爲白 有臥乎所近來書院之設反成弊端固不當輕易聽許 而但念平安一道自是尉鄕儒敎未闡而沿江諸邑絶遠 京師貿貿尤甚儒生之觀感起►◄興建立書院亦是稀貴之 事特許 賜額以爲風礪之地恐或無妨是白乎矣事係恩 典臣曹不敢擅便 上裁何如康熙三十九年正月十二日右承旨 臣金澋次知 啓特爲 賜額爲良如敎曹 啓目粘連 判下 是白有亦敎書及額號令藝文館撰出何如 啓依允
doc_17000112a,문건17000112a,Document,曹 啓目粘連 啓下是白有亦觀此定州幼學金壽得等 疏內辭緣則故文貞公閔維重按節本道有丕振儒化之 功故左議政閔鼎重謫居西裔有興起觀感之效一道 多士創建書院以爲藏修尊奉之所請賜華額亦爲白 有臥乎所近來書院之設反成弊端固不當輕易聽許 而但念平安一道自是尉鄕儒敎未闡而沿江諸邑絶遠 京師貿貿尤甚儒生之觀感起►◄興建立書院亦是稀貴之 事特許 賜額以爲風礪之地恐或無妨是白乎矣事係恩 典臣曹不敢擅便 上裁何如康熙三十九年正月十二日右承旨 臣金澋次知 啓特爲 賜額爲良如敎曹 啓目粘連 判下 是白有亦敎書及額號令藝文館撰出何如 啓依允
doc_17000112b,문건17000112b,Document,曹 啓目粘連 啓下是白有亦觀此韓山幼學李有聃等 疏內辭緣則以故校理李塏之忠節請得配享於文獻書院 亦爲白有臥乎所李塏之忠節不待一二縷陳而業已 朝家 之所備悉前後褒嘉尊崇之典更無餘憾魯湖書院已有 享祀宣額之擧則到今又請配食於文獻書院旣非事體之 所以輕重而反涉彌文疏內辭緣今姑置之何如康熙三十九年正 月十二日右承旨臣金澋次知 啓依允
doc_17000126,문건17000126,Document,曹 啓目粘連 啓下是白有亦觀此京畿監司趙相愚狀 啓 則因廣州府尹李善溥牒呈南漢顯節祠基址有傾圮之憂 亟令擇地移建是白乎矣 賜額院宇續續移設事體不當 若開斥左右水道則似無引濕傾頹之患蔭覆樹木數十條 觀勢斫伐則可免擁蔽腐傷之患是白沙餘良雖以五臣竝 享是白良置稍小其床卓則亦無苟簡難容之慮令該曹 稟處亦爲白有臥乎所 賜額院宇無端移建有違於時 誳擧嬴之義哛不喩開斥水道旣無頹傾之患小其床卓 又無苟簡之弊則移設他處尤無意義依狀 啓施行之意 分付何如康熙三十九年正月二十六日同副承旨臣宋廷奎次知 啓依允
doc_17000316,문건17000316,Document,全羅道幼學吳言錫等上疏答曰省疏具悉今玆詩句決知 其非文成之所作則朴泰淳之刊行僞詩以資醜正輩之藉口 果何意耶實未知可曉也令該曹 稟處事據曹 啓目 粘連 啓下是白有亦觀此全羅道幼學吳言錫等疏內辭 緣則朴泰淳作尹廣州時所刊 國朝詩刪中稱以文成公 詩一篇斷是僞作亟命毁板火書仍治鋟梓者之罪亦爲白 有臥乎所蓋此 國朝詩刪三冊謄本之流傳於士夫間者已 久而其所謂文成公詩一篇旣是本集之所不載且其三四語 意與實蹟大相乖謬疏中所陳儘有意見是白置當初刊行 之時慮不及此因循謄本混同刊出誠有疎率不能審愼之 道是白乎矣若律之以尊賢誠淺則大是情外哛不喩勘罪 一着元非本曹所管是白遣板子段依疏辭毁其全板恐無不 可冊子段置其詩旣在其中則不宜仍置而刊出旣久印布亦 廣一一搜聚付火之際不但事涉煩擾勢且難行板本乙旣已 毁破則冊子段使各其印藏者就其中抹去此一首之意知委 施行亦足爲辨釋之道而係關先賢之事臣等不敢擅便 上裁何如康熙三十九年三月十九日左副承旨臣■■■次知 啓依允朴泰淳之不能審愼混同刊出誠有所失罷職爲良 如敎
doc_17000906,문건17000906,Document,曹 啓目粘連 啓下是白有亦觀此楊州生員李煜等疏 辭則歷陳 贈執義金時習平素行蹟立祠有年迄未 蒙恩額之宣士林之歉歎久矣請命有司亟行 賜額之擧 亦爲白有臥乎所金時習之高風偉節著於先輩之所記 載者不止一二而至於先正臣李珥之所表章稱道載於奉 敎作傳之中者又不啻明白則此可爲士林之定論而況今 莊陵復位之後殉節諸臣竝皆褒 贈而至於時習亦已 贈 職 賜祭則 聖明崇節之典無少欠闕是白乎矣多士旣 已立祠以爲崇奉之所而若無宣賜之恩額則似有歉於 朝 家振起士林之道而恩額重典臣曹不敢擅便 上裁何如康 熙三十九年九月初九日右副承旨臣任胤元次知 啓特爲 賜 額爲良如敎曹 啓目粘連 判下是白有亦敎書及額號令 藝文館撰出何如 啓依允
