id,label,type,originalText
doc_16661028d,문건16661028d,Document,曹 啓目粘連 啓下是白有亦觀此長端儒生尹元龍 等疏辭則盛稱文成公安裕文正公李穡文敬公金 安國故參判金正國道德之高詞業之盛文章節行 有此建祠請額之擧是白乎矣安裕等三臣則已於 先朝宣額諸處書院不無疊設之嫌是白遣金正國 則雖元無建祠之處而曾於庚子年間請額儒疏覆 啓 判付內有今後則不必每每聽從之敎是白置疏內 辭緣今姑勿施何如 康熙五年十一月初四日 啓依允
doc_16670408a,문건16670408a,Document,曹 啓目粘連 啓下是白有亦觀此 啓本則本府儒 生金尙絅等爲故東萊府使宋象賢淮陽府使金鍊 光營建祠宇冀蒙享祀之典是如爲白有臥乎所宋 象賢金鍊光精忠大節在朝家褒崇之道宜許俎 豆之請是白在果宋象賢段當初已建祠宇東萊府 至於宣額不替享祀今不可疊施祭典是白乎旀金 鍊光則曾無建祠享祀之處是白乎矣若無自 朝 家賜額之擧則莫重祭典不可輕許今姑勿施何如 啓依允
doc_16670408b,문건16670408b,Document,曹 啓目粘連 啓下是白有亦故相臣文孝公趙翼學 問精深踐履篤實而其居家至行立 朝大節可爲 一時之表準後世之瞻仰則今此創建祠宇冀蒙宣 額之典者實出於尊慕興感之意當此右文之日 宜有表章之擧是白乎矣在前此等請額之疏以不 必每每聽從爲敎依前 判付今姑置之何如 啓依允
doc_16670812,문건16670812,Document,曹 啓目鏡城地 贈贊成鄭文孚祠宇致祭事 啓下 矣本曹郞廳當爲下去而當此年凶之時京官往來貽 弊不貲依近例本曹書吏奉 香祝額號給馬下送令本 道都事設行事行移何如 啓依允
doc_16670828,문건16670828,Document,曹 啓目粘連 啓下是白有亦觀此疏內辭緣則龍潭 縣內地名有符於昔賢之居者有顔子洞程子川朱子 川臥龍巖古人命名之義雖不可知而因其地而興懷以 寓高山景行之慕創建學舍於三川合流處因以顔子 兩程子朱子漢忠武侯諸葛亮合享以就忠賢俎豆之 所扁之曰龍淵祠宇而至擧 宣廟朝永柔臥龍山初蒙 賁飾之典有此請額之擧爲白有臥乎所本縣在於遐方 文敎廢弛縣監洪錫慨然於習俗之蚩貿思所以化民善 俗因其地名之偶同創建祠宇崇奉五賢多士莊修亦 有其所此實出於興學一鄕之美意是白乎矣在前此 等請額之疏以不必每每聽從有判付之敎是白置疏內辭 緣勿施何如 啓依允
doc_1667L0404,문건1667L0404,Document,曹 啓目粘連 啓下是白有亦道內多士爲前朝進賢 館提學李種學本朝 贈參議金德崇文學李畬 校理李阜建此書院迨將百年而尙闕 賜額之典 故上年 行幸時鎭川儒生朴文哲等疏陳請額爲白 有去乙依前日受 敎姑以勿施之意覆 啓蒙允爲白有 如乎今者進士蔡禹錫等三十餘人又爲陳疏以申前請 爲白有臥乎所上項四臣或以忠孝或以道學爲一代之表 準後人之尊慕而其所享祀亦無疊設之處則當此 右文之日宜示褒崇之典是白乎矣曾前如此等疏以 必每每聽從爲 敎依前覆 啓姑置之何如 啓依允
doc_16680318,문건16680318,Document,曹 啓目平安道江界地先正臣李彦迪書院及永柔地 諸葛祠宇 賜額致祭上年十月十一日 引見時本曹前判 書鄭知和以適値凍節有待明春擧行事 榻前定奪 矣今已春和本曹郞廳當爲下送而値此年凶京官往 來貽弊不貲依近例本曹書吏責奉 香祝額號給 馬下送令本道都事設行之意行移何如 啓依允
doc_16680424,문건16680424,Document,曹 啓曰曾於甲辰冬淸北御史閔維重所 啓江界 卽先正臣李彦迪謫死之所也其處人士爲建書院至 今享祀而但聞其春秋祭需以未賜額之故不得會減 亦甚埋沒請 特賜恩額顯示褒崇 聖敎特命 賜 額額號以啓蒙允受點而連有事故未卽擧前月始爲 啓 稟請令本道都事致祭宣額 香祝及額號竝 爲下送矣卽接平安監司鄭萬和移文則本道都事以 今月二十四日行祭擇日前期發向江界而今見江界府使牒 呈則向前李彦迪書院萬曆四十二年以景賢書院旣 已 賜額模送其額號未知今此 賜額之擧知其前有賜 額而改賜新額乎致祭則日期迫近必已設行而額號見 其所模則大書景賢書院四字而其下萬曆四十二年二月 日宣額以此觀之則此書院果爲賜不知閔維重何所聞 而以未 賜額 啓達有此新額之擧而今知其前已賜額 揭號如是則不宜更頒新額其下送 香祝及額號還爲 上送令香室燒火宜當以此意撥上知委何如 傳曰允
doc_16680612,문건16680612,Document,平安監司書狀內禮曹 啓下關是白乎等以別定軍牢 急急知委於都事及江界府使處爲白有如乎都事任相 元牒報內旣已行祭而額號段姑未揭版是如爲白有臥 乎所任相元到江界府旣知本府以曾有賜額之意稟 報則留待定奪後擧行似爲便當是白去乙徑先行祭 雖欠周詳而已無所及是白在果同額號時未新揭是 如爲白有置行 賜祭之後不揭額號亦未知如何爲白乎喩 令該曹更爲稟處事據曹 啓目粘連云云向前江界府 故儒臣李彦迪書院不知曾已賜額而乃有新額之頒爲白 有如可因本道移文模送其舊額本曹以下送香祝及額 號還爲上送之意入 啓行會爲白有如乎監司鄭萬和行 會未到之前旣行 賜祭有疑於不揭賜額有此馳啓爲 白有在果旣有舊額之書院有不可以 賜祭之已行而更揭 新額依前行會額號還爲上送爲白乎矣 賜祭先行亦 不可無端置之令本府士子措辭祭告似當以此回移爲 白乎旀都事任相元不待改分付徑先賜祭事甚不當 推考何如 康熙七年六月十二日同副承旨臣吳斗寅次知 啓依 允 原狀移送刑曹
doc_16680903,문건16680903,Document,羅州生員柳攀等請額上疏據曹 啓目粘連 啓下是 白有亦觀此羅州儒生柳攀等上疏則本州故文忠公朴 淳書院請賜恩額爲白有置竊惟朴淳以淸明純粹之 資自在幼年發軔正路以先正臣文純公李滉文康公徐 敬德爲師文成公李珥文簡公成渾爲友又與名儒奇大 升講劘義理師友道義之盛今古罕有學問之高明 源造厥有淵源蹈履之篤實醇正可尋本末受 聖祖 不世之遇位至上相松筠節操水月精神之褒實出深知 其家居行誼立朝事業至今在人耳目遺風餘歆足以師 範後來當 聖上崇儒重道之日誠宜特賜褒美況在 先朝已許建宇則到今宣額允爲合宜似非他處書院 之比是白乎矣曾前此等陳請有此後不必每每聽從之 敎自下不敢輕議請許今姑置之何如 康熙七年九月初 三日行都承旨臣張善瀓次知 啓旣有 先朝建宇之命特 爲依疏辭施行爲良如敎 曹粘目 判下是白有亦 敎書額號依例令藝文館 製述何如 啓依允 藝文館單子全羅道羅州牧文忠公朴淳祠宇額號 望月井落點寒溪錦峯 啓
doc_16681107a,문건16681107a,Document,曹 啓目粘連云云觀此全羅道儒生崔尙虎等上疏則爲 故參議安邦俊創建書院于綾州請賜恩額爲白有置 竊念安邦俊居家孝友之行尊師好善之誠絶出於人 一生所尙尤在於節義志氣慷慨言論激烈倭亂時忠 臣烈士之事蹟無不由爲訪問至誠搜諿記錄成書以傳 於世諄諄敎人皆是忠臣孝子之言捨生取義之事聞 者莫不凜然聳動其廉頑立懦之操有功於世敎實 爲非細蒙被三朝知眷累除憲官陞至參議而力辭不就 每 上疏章極言竭論爲國惓惓之忠至死不衰疏中所 謂 三朝之逸民末世之完人者可謂庶幾 廟以享之足以 矜式於來今特賜恩額似爲合宜是白乎矣如此之事 不必每每聽從事曾有 受敎臣曹不敢輕議疏內辭緣 置之何如 啓依允
doc_16681107b,문건16681107b,Document,曹 啓目粘連云云觀此潭陽進士裵紀等上疏則爲本 府故文節公柳希春書院請賜恩額爲白有置希 春以遐鄕孤生幼年求道受學於慕齋金安國之門 歷事 仁明宣三朝爲一代名臣乙巳之禍正色危言遠謫 南海之外北塞之上忍苦寒餓者十九年不以一毫干人日 夜孜孜尊志博學北方之人興起願學始有文士 宣 祖在阼恩遇特至常置經幄之長講論 啓沃裨補 弘多一時士論莫不推重而平生讀書未嘗釋手詩書 春秋用功尤深奉旨編國朝儒先錄校朱子大全語類 而四書及小學近思錄 啓考發明爲六書附註二卷 綱目考異歷代要錄管見標題續蒙求川海錄玩心 圖藝苑集等書皆其所著述也闡明義理各有綱 條有功於後學實非淺淺其居家行誼立朝事蹟與 立言撰述至今在人耳目鄕人之建立祠宇今至六十 餘年尙無扁額則宜其士子之大以爲欠缺而有此陳籲 其在 朝廷尙賢興學之道誠宜特從其請錫以嘉 額是白乎矣如此之事不必每每聽從事曾有受敎臣 曹不敢輕議疏內辭緣置之何如 啓依允
doc_16681107c,문건16681107c,Document,曹 啓目粘連云云觀此永同儒生朴承禧等上疏則爲 本縣故中樞院使朴堧及故參奉朴嗣宗故主簿宋 時榮等書院請賜 恩額爲白有置朴堧律呂之學極 其精明國朝音樂賴以校定則其功誠爲不細而居喪 哀毁過制誠孝至感異物朱子家禮未行之時堧獨行 之不避駭笑所著家訓纖悉備具朴嗣宗則隱居讀書 用力於實踐學者坌集多所成就孝友之行出於天牲 鄕里化之一變陋俗宋時榮則事親盡孝居喪致哀居 家處事皆有過人之行而丙子之亂以司僕主簿入江都爲 書處置家事自經而死死時顔色不亂其捨死從容節 義凜然此三臣者或以制作有功於 聖朝或處窮飭行 或臨亂捨命皆可以樹之風聲以裨世敎宜其儒生有此 宣額之請是白乎矣如此之事不必每每聽從事曾有受 敎臣曹不敢輕議疏內辭緣置之何如 康熙七年十一月 初六日左副承旨臣吳斗寅次知 啓依允
doc_16681107d,문건16681107d,Document,曹 啓目粘連云云觀此龍岡儒生金啓祉等上疏則爲 故忠敬公金安國及其弟參判正國本縣爲生長往來之 地創立書院請頒 恩額爲白有置金安國正國兄弟 爲中仁明三朝名儒其行誼學術文章爲後學之所尊 師而己卯士禍之後退居本縣聚鄕人子弟之秀者敎之 以孝悌忠信之行人到于今歆其德而慕其風本縣士子 曾於萬曆年間創立祠宇以壬辰之亂中廢頃於甲申 復立書院於舊基其景仰儒先之誠有足可尙關西一 道素少文獻書院之設絶無而僅有比三南院宇之衆 多誠宜特加褒崇錫以嘉額以興起遐方士風是白乎 矣如此之事不必每每聽從事曾有受敎臣曹不敢輕 議疏內辭緣置之何如 康熙七年十一月初六日左副承旨臣 李程次知 啓不比三南之衆多云者似爲允合特爲依 疏辭施行
doc_16681107e,문건16681107e,Document,曹 啓目粘連 判下是白有亦 敎書及額號令藝文 館製述何如 康熙七年十一月初十日右承旨臣南□次知啓 依允
doc_16681127,문건16681127,Document,曹 啓目粘連云云觀此平安道進士李繞等上疏則爲 文忠公金尙容文正公金尙憲建立書院於定州冀蒙恩 額之頒爲白有置金尙容早游於先賢文簡公成渾之門 濡染旣深平生砥礪行業蔚爲一代名相丙子之亂從容 殉義於江都忠烈之氣可爭歸日金尙憲生稟正氣身 際明時文章節操久爲淸議所宗及至邦家板蕩之際 精忠大節昭揭宇宙遐荒婦孺皆知爲天下之大老眞 可謂未死之文山 聖世伯夷也金尙容曾莅定州有文翁 之化金尙憲不但由此往來玆邑羈留灣上亦至數年西土 之益切高山之仰今玆書院之創設實出於景賢慕義 之誠心而淸北邈在邊陲文敎甚疎無他書院只有一祠 朝家之所當爲崇奬激礪之道者亦不比南方書院衆 多之處特賜嘉額一以爲崇報兩臣德義之典一以爲興 起遐方人士之地似爲合宜是白乎矣如此之事不必每每聽 從事曾有受敎臣曹不敢輕議疏內辭緣今姑置之何 如 啓依允
doc_16681211,문건16681211,Document,曹 啓曰今十二月初五日召對時左參贊宋浚吉所啓外方 書院固有其弊而其中表表名賢則該曹不當一切防啓 矣以臣所聞潭陽柳希春 宣祖朝名臣本州士人爲建書 院上疏請額該曹防 啓西關異於他道而定州士人故相 臣金尙容金尙憲亦建書院請額而終不得請前日廣州 士人爲故相臣趙翼書院請額而又不施行此等三處不當 一體防塞以但士心矣 上曰殊涉煩多故不許矣卿言如此 三處賜額可也又所啓臣師金長生曾爲安城倅其地士人 爲建祠宇而未及請額矣臣今入侍如是仰達何異於士子 之陳疏乎似當有一體賜額之擧矣 上曰一體賜額可也事傳 傳傳敎矣四處書院敎書及額號依前例令藝文館製術何 如 傳曰允
doc_16690109,문건16690109,Document,曹 啓目粘連云云向前仁同進士李翊華等以先賢吉再 及近故儒臣張顯光書院請額事陳疏而曾在壬寅年間 見閣於該曹今者得聞因儒臣陳達諸處請額之所竝 皆伸許爲言爲白有置兩賢臣之道義學問其於專祀 所葬所生之鄕少無讓於他人是白乎矣 賜額之典不必 每每聽從事明有受 敎疏內辭緣今姑置之何如 康熙 八年正月初九日左副承旨臣鄭繼胄次知 啓依允
doc_16690206,문건16690206,Document,慶尙監司書狀內玄風縣道東書院卽文敬公金宏弼揭 虔之所實 宣廟朝賜額也文穆公鄭逑文敬公外孫►◄曾 雖家在星州而往來於玄風無異本居仄聞文穆公文康 公躋享之日士子等不敢私自呈文巡相終得啓達依允 文穆公則癸亥八月文康公則壬午七月是如多士等呈書 是白置有亦事係斯文枚擧以啓爲白去乎令該曹定 奪事據曹 啓目粘連云云慶尙監司沈梓因玄風儒生 郭瀏等呈書以文穆公鄭逑從享於道東書院之意 援據前例有此馳啓爲白有在果此雖異於別院之請而近 來以一人疊享數處之擧亦不准許爲白有置狀 啓內 辭緣置之何如 康熙八年二月初六日右副承旨臣朴世城次知 啓依允
doc_16690223a,문건16690223a,Document,平安監司李泰淵書狀內世傳高句麗乙支文德本是 平壤府石多山人故輿地勝覽平壤人物下載錄則文 德之爲平壤人已無可疑而殲却隋兵名動天下豐功偉 烈昭載於隋唐史冊中且其所作絶句首題於東文選 其文章之先於薛聰崔致遠亦可知之本道士民會議 將欲建祠於平壤府城西來告於臣爲白乎矣頃年該曹 有外方書院設立處必先 啓聞之分付此雖與書院有異 自本道不可斷然擧行請令該曹 稟處敎矣如蒙允 可則賜額一款竝令 稟處事據曹 啓目粘連云云向前 平安監司李泰淵以本道士民爲高麗高句麗乙支文德將欲 建祠於平壤城西雖與書院有異而自本道不可斷然 擧行令該曹 稟處亦爲白有置乙支文德果是高句 麗之名臣一方儒士欲爲建祠以寓敬仰之意未爲不可是 白在果至於賜額之典則不可輕議於相祠宇未成之前 以此回移何如 康熙八年二月二十三日右副承旨臣朴世城次知 啓依允
doc_16690223b,문건16690223b,Document,平安監司李泰淵書狀內麗朝高宗十八年蒙古元 師撤禮塔長驅百萬環而攻之副使崔公春命率吏 民固守不下王患蒙帥之詰責遣人諭降公閉門不 對斯可謂寄百里之命其大節忠義風聲百世如昨崇 禎甲戌洪公命耈按節巡到慨然想古立廟寓敬而丁丑 年間故臣李袨爲監司躋享洪命耈於崔春命祠宇 不廢香火而廟宇草創且無額號誠爲欠典改建廟宇 築齋守護等事臣當行擧 賜額盛典請令該曹 稟處事據曹 啓目粘連云云慈山郡曾有麗朝崔春命 祠宇其後又以故死事臣洪命耈躋享其祠今將改建仍 請賜額是如監司李泰淵因同郡士民等呈文枚擧啓 聞爲白有置兩人忠節千載竝美洪命耈則雖已建祠於 金化且施 賜額之典而慈山之祠初爲崔春命而設則此與 疊設有異似當從士民之願許其修葺築齋守護是 白乎矣至於 賜額則係是 恩典臣等不敢輕議上裁何 如 康熙八年二月二十三日右副承旨臣朴世城次知 啓依願施行 爲良如敎
doc_16690307a,문건16690307a,Document,曹 啓目粘連云云向前密陽儒生李命徵等爲故文簡 公金宗直建祠於本府又以宗直之門人朴漢柱六人申季 誠配之陳疏請額爲白在果取考本曹所在書院置簿 記則金宗直段已於乙亥年 賜額於壬申所建善山之院 爲白乎旀密陽之設院在於丁卯而善山卽金宗直姓貫 之鄕密陽乃生時所居死後所葬之處且其建祠又在 壬申之前則諸生之欲蒙賜額之典者意非偶然是白 乎矣疊設已有禁制疏內辭緣置之何如 康熙八年三月 初八日左副承旨臣姜鎬次知 啓依允
doc_16690307b,문건16690307b,Document,曹 啓目粘連 判下是白有亦 敎書及額號依例令藝 文館撰定何如 康熙八年三月初八日左副承旨臣姜鎬次 知 啓依允
doc_16690314a,문건16690314a,Document,金浦儒生等上疏據曹 啓目粘連云云觀此上疏則備陳 故文烈公趙憲道德節義請賜號於其生時所居之地專 祀之院至擧宋朝祭朱子於㜈源古事以爲一證爲白有置 近因筵臣所 啓行蹟表著之儒賢則不拘疊設之禁制特 許頒額者非止一兩處今此趙憲之忠節誠可謂冠冕士林 終古而無對者似不當拘於禁制是白乎矣亦非該曹所敢 仰請疏內辭緣置之何如 康熙八年三月十二日同副承旨臣 金澄次知 啓依願施行爲良如敎 曹 啓目粘連 判下是白有亦 敎書及額號依例令藝文 館撰定何如 康熙八年三月十四日左副承旨臣姜鎬次知 啓 依允
doc_16690314b,문건16690314b,Document,曹 啓曰今三月十一日左參贊宋浚吉引見時宋浚吉所啓仁 同有吉再書院金浦有趙憲書院密陽有金宗直書院三 人之文章節行赫赫照人而三邑皆其平日所居之地不可 無表章之典頃者三邑儒生陳疏請額而 朝家不許殊 甚缺望且南陽士人以諸葛武侯及胡文定公皆是南陽 之人故因地名之相符據朱子臥龍崗立祠之義創建兩賢 祠宇又以胡臣尹棨以本府府使死於節義故亦爲配享 其尊崇德義之風誠極可嘉本府儒生等陳疏請額 而以疏辭違格之故終不蒙採施誠爲可惜矣 上曰仁同 密陽南陽書院特爲賜額事分付該曹事 傳敎矣仁 同密陽書院及南陽祠宇 敎書額號依例令藝文館 撰定何如 傳曰允
doc_16690411a,문건16690411a,Document,曹粘目云云今此鎭川疏儒等以其四臣書院請額事 來籲行朝至再至三槪其李種學之忠節金德崇之孝 行李畬之經術李阜之學問實是鄕塾之模範後學 之矜式建祠合享迨將百年而尙闕頒額之典當此右文 之日合有表章之擧是白乎矣且其疏中 世宗大王椒泉 行幸時駐蹕本縣召見金德崇褒其至行優賜衣食 米饌及聞其死 特命賜職旌閭之事必欲追褒於今日 得請於此地爲白有臥乎所其興慕感發之誠良有所不 自已者似當允副其願是白乎矣曾有如此等疏不必每 每聽從之敎今姑置之何如 康熙八年四月十一日右副承旨臣閔點 次知 啓俟願施行爲良如敎
doc_16690411b,문건16690411b,Document,曹 啓目粘連云云觀此疏內辭緣則牙山縣五賢書院 創立在於文廟未享之前迄今六十餘年尙闕額號春 秋享祀不能備禮 行宮咫尺之地請蒙崇表之典爲白有 置五賢臣道德實是東方儒學之宗其所妥靈之所非他 書院之比而且其肇建合享在於從祀之前則當初尊慕 之誠實出尋常卽今多士之請似當允副是白乎矣書 院疊設處不可種種爲之事曾有受 敎是白在如中國 內五賢書院非但此一邑是白置今姑置之何如 啓依允
doc_16690412,문건16690412,Document,曹 啓目粘連 判下是白有亦 敎書及額號依例令藝 文館撰定何如 啓依允
doc_16690513,문건16690513,Document,曹單子京畿廣州地故相臣趙翼書院及南陽地諸葛 武侯胡文定公祠宇 賜額致祭事下去曹郞廳騎卜馬 色吏所騎馬等依例令兵曹題給何如 啓依所啓施行 爲良如敎
doc_16690918,문건16690918,Document,忠淸監司爲相考事節到付沃川郡守牒呈內郡居生 員全孝承等九十餘人呈文內節該愼獨齋金先生合 享於本郡重峯趙先生書院事道內士林大小齊謀 有無異同故曾將此意呈本郡粘移于該曹則禮曹回移內以 爲書院合享曾無粘移定奪之規道內諸書院中曾有 此例乎云云而不須遠擧故事沙溪金先生追享於懷德崇 賢書院時有自本道移文禮曹稟定後合享之事而係 是恩額不可不稟故知是更達其時文書傳書而來矣轉 報巡營以爲移文該曹終得聽許之地事牒呈是乎等用良 同文書幷以監封上送爲臥乎所牒呈是置有亦多士情 願如此哛不喩旣有前例是乎等以文書監封上送爲去 乎幷以相考斯速回移以爲趁冬前設行之地向事合行 關移請據本曹題辭內今見回移內所擧前例則旣 已擧行移文該曹故本曹以更無容議回答矣與此往 復之事有異自本道依前擧行後移文似爲得宜相考 施行監封文書則謄書於丙戌年也察考丙戌年八月三十日
doc_16691012,문건16691012,Document,曹單子鎭川地進賢館提學李種學贈參議金德崇文 學李畬校理李阜同享書院及潭陽地文節公柳希春 書院羅州地文忠公朴淳祠宇賜額致祭事忠淸全羅 等道下去曹郞廳騎卜馬及色吏所騎馬等依例令兵 曹題給何如 啓依所啓施行爲良如敎
doc_16691022,문건16691022,Document,曹 啓目粘連云云觀此士蔡時鏡等疏辭則先正臣趙 光祖學問之正道德之盛爲東方數百年所未有之大賢 享於孔廡郅隆遐代是如爲白乎旀故大司成臣金湜以己 卯賢良科第一與光祖同是膺擢爲當世理學之所 宗及其遭纔被謗以忠正取禍此兩臣往來栖遲講習之 所在於楊根地其號迷源而本郡士人慕其遺風相與立 書院而竝祀是如爲白乎旀近故相臣金堉卽湜之四代孫 又光祖之外從孫也出入師門篤行力學隱居迷源不遠 之地遭遇聖代致身公孤蔚爲兩朝名臣又爲配食於其祠考 其事行終始皆合於士林之俎豆百世無異議是如願擧 旌號崇奬之典有此齊聲之籲爲白有臥乎所前後三臣 之事行功烈實一國之所共知畿邑多士就其所嘗往來之 地爲之書院而俎豆之請賜院額出於至懇其在 聖朝崇 儒重道之曰似當許副其願以爲興起斯文之一助是白在 果今此三臣之祠趙祖光與金湜則竝祀金堉配食云則光 祖書院賜額之處非止一二曾有疊設處不可種種爲之之 敎而至於湜之書院旣非疊享雖可許施亦有此後不必聽 從之敎有非臣曹所可輕議是白置疏內辭緣今姑置之何如 康熙八年十月二十二日同副承旨臣李之翼次知 啓依允
doc_16691105,문건16691105,Document,曹單子安城地先正臣金長生書院及仁同地高麗忠臣 吉再書院賜額致祭事京畿慶尙等道下去曹郞廳騎卜 馬及色吏所騎馬等依例令兵曹題給何如 啓依所啓施 行爲良如敎
doc_16691114,문건16691114,Document,曹 啓目粘連云云觀此李遇輝等上疏則故文忠公朴淳於 宣祖大王之時爲一代士林領袖早遊師門一時儒賢稱炯如淸 氷輔相十年正色立朝 宣廟稱其松筠節操水月精神退 歸永平扁其所居堂曰拜鵑窩竟卒于此其道德之尊 山斗之望至今在人耳目本縣儒生營立書院於舊窩遺址以 爲妥靈之所願蒙賜額之典有此齊聲之籲爲白臥乎所朴 淳 宣祖朝名相文章事業道德之卓卓可道說者實擧 國之所共知至於退處山水之間名窩拜鵑以至考終終始不 忘君父之意可以想見其人一鄕儒士之慕義建院願蒙賜 額之盛典以爲士林之矜式比於姓鄕及其所過之地則其在 景仰高風此宜最可許施是白乎矣曾有疊設處不可聽 從之敎有非臣曹所敢輕議疏內辭緣姑爲置之何如 啓 依允
doc_16700110a,문건16700110a,Document,曹 啓目粘連云云觀此高德胤等疏辭則故牧使金悌甲 云豪等皆當壬辰之亂或以原州守土之臣終不避免以至於 死其子與妻亦不屈而死或以防禦之任與賊野戰至死不 移兩人忠節炳然在人耳目是白乎旀至於元沖甲之慕得 鄕兵擊敗哈丹賜號鷹揚上護軍之事載在麗史事蹟 昭著到今原州之人慕義嚮風思顯其烈建祠其鄕有 此揭號之請爲白臥乎所其在 聖朝敦勵風化之道許副其 願在所不已是白乎矣事係恩典臣曹不敢輕議 上裁何如 康熙九年正月初十日右承旨臣李程次知 啓依願施行爲良 如敎
doc_16700110b,문건16700110b,Document,曹 啓目粘連云云 敎書及額號令藝文館撰定何如 啓依允忠烈祠 啓下
doc_16700418,문건16700418,Document,曹 啓目粘連云云觀此狀 啓則曾在辛丑年永柔縣諸 葛武侯祠改建事聞 宣額致祭又有賜碑之命自本道 移文禮曹回移內碑文令藝文館依 啓下擧行篆額書 寫官亦當入 啓差出而今至五年尙無 宣下之擧是如 爲白臥乎所取考曹上謄錄則武侯祠碑文令藝文館 製述事覆 啓蒙允卽已分付今過累年尙今稽遲 者果因 朝家多事未及撰出之致而事體所在誠爲未 安同碑文申飭該館使之趁速撰出下送碑文篆額 書寫官等亦令該曹差出擧行何如 康熙九年四月十八日 右承旨臣孟胄瑞次知啓依允
doc_16700715a,문건16700715a,Document,曹 啓目粘連云云觀此長湍儒生金光績等上疏則高 麗文成公安裕文靖公李穡我朝文敬公金安國故參 判金正國道德事業蔚爲東海儒宗於其境內或有 游息之跡或有體魄之莊多士尊慕久而彌篤創立院祠 已至二十八年而曾上請額之疏未蒙命音又此陳乞是如 爲白有臥乎所向前四賢臣衛道倡學之功文章德業之 盛著在耳目 國家崇報之典亦無不至今此一鄕之士立 祠俎豆以寓其景仰之誠益可見流風之久而未沬特副 其請允合表章之道是白乎矣書院賜額不必每每聽 從曾有受 敎是白置疏內辭緣今姑置之何如 康熙九年 七月十五日同副承旨臣安縝次知 啓依允
doc_16700715b,문건16700715b,Document,曹 啓目觀此六鎭儒生朱時亮等上疏則故文簡公鄭 汝昌故應敎奇遵故副提學柳希春故參贊鄭(火+養)故 大提學趙錫胤故參判兪棨前後謫去出守皆以訓迪 多士爲務北方之人粗曉學業免爲禽獸之歸者無非 其成就之功多士協謀立院合享於鍾城地願蒙宣額之 典不遠千里而來籲是如爲白有臥乎所向前諸臣或道德 學問師表儒林或經術行誼爲世名臣無容復贅而 邊鄙弓馬之俗得賴其敎育有所觀感而興起其可 謂非細今此多士之遠來陳請益可見其慕賢向學 之心哛不喩書院之設北路則絶無而僅有非如三南 院宇衆多之比特頒盛典以爲聳動遐荒之擧似合 事宜是白乎矣書院請額曾有不必每每聽從之敎 有難擅許是白置疏內辭緣今姑置何如 康熙九 年七月十五日同副承旨臣安縝次知 啓依允
doc_16701022,문건16701022,Document,曹粘目云云觀此會寧儒生金聲震等上疏則故先正 臣金尙憲鄭蘊相繼爲鏡城判官以興起斯文爲急 務奬進後學爲己任北方九郡學者負笈畢至諄諄敎 誘民風士習以之丕變故參判趙錫胤來莅鍾城遵二臣 遺躅勸課不怠此三臣謫宦荒服之地留心立敎之本 使國家之聲敎遠被於窮髮之鄕九郡之士不謀同辭 乃於會寧之元山爲二臣立祠竝享願蒙 宣額之典 是如爲白臥乎所向前三臣之經術行誼師表儒林至於 金尙憲文章節義尤爲卓異無容復贅而北方弓馬 之鄕賴其誘掖有此觀感而興起其爲有功於斯文 實爲非細絶塞之人不遠千里裹足來籲其慕賢 向學之心誠爲可嘉哛不喩北路則異於三南自前 無書院設立之處貿貿莫甚是白如乎數年以來稍 知向學始有俎豆之事特頒 盛典以爲激勸之地似合事 宜是白乎矣書院請額曾有不必每每聽從之敎不敢 擅許是白置疏內辭緣置之何如 啓依允
doc_16701227a,문건16701227a,Document,政院 啓曰以禮曹尙州生員成虎拜等五賢合享書院 請額事 上疏回 啓 傳曰曾有定奪之事何以捧入乎事 傳敎矣當初定奪之事本院未能詳知而捧入矣 下敎 如此此公事還出給之意敢 啓傳曰知道
doc_16701227b,문건16701227b,Document,曹 啓曰尙州書院五賢合享事係斯文盛擧臣等 妄料似與他書院有間覆 啓之時敢請 上裁伏見下 政院之敎不勝惶恐原粘目中改付標以入之意敢啓 傳曰知道
doc_16701227c,문건16701227c,Document,曹 啓目粘連云云觀此尙州生員成虎拜等上疏則高 麗文忠公鄭夢周我朝文敬公金宏弼文獻公鄭汝 昌文元公李彦迪文純公李滉俱以闡明斯道之大賢 從祀於夫子廟庭而竝生於嶺南一道之內可謂盛矣故 儒生鄭經世與一州士人倡論創立書院於洛江之上合祀 五賢於一院而稱以道南此五賢雖各於所居之鄕所遊 之地皆有俎豆之所至於同堂合享則唯此尙州之院 其意亦可謂美矣斯院之設已近七十年尙闕扁額 之揭宜其合辭封章冀蒙 恩額之宣爲白有置今 此五賢旣是從祀 聖廟之大儒而一院合享又爲斯文 最盛之擧書院之創建亦已年久特賜額號一以崇重 儒先一以興起來學似爲合宜是白乎矣書院疊設之 處曾有不可種種爲之之敎疏內辭緣今姑置之何如同 副承旨臣崔逸次知 啓依允
